Original,Spanish,French,German,Italian,Portuguese,Index
"Ariana Grande's slender fingers brush against the petals of a delicate flower, her skin a soft, porcelain-like texture.","Los dedos esbeltos de Ariana Grande rozan las pétalas de una flor delicada, su piel tiene una textura suave y porcelana.","Les doigts minces d'Ariana Grande effleurent les pétales d'une fleur délicate, sa peau ayant la texture douce et porcelaine d'un émail.","Ariana Grands schmale Finger streifen sanft gegen die Blüten der zarten Blume, ihre Haut hat eine weiche, porzellanähnliche Textur.","Le dita sottili di Ariana Grande sfiorano i petali di un fiore delicato, la sua pelle ha un consistenza morbida e simile alla porcellana.","Os dedos esguios de Ariana Grande roçam as pétalas de uma flor delicada, sua pele tende a uma textura suave, semelhante a porcelana.",6912
"Ariana Grande sitting on a velvet couch in a luxurious mansion, wearing a delicate silk robe and holding a steaming cup of coffee.","Ariana Grande sentada en un sofá de terciopelo en una mansión lujosa, vestida con un robe de seda delicada y sosteniendo una taza de café humeante.","Ariana Grande assise sur un canapé en velours dans une luxueuse demeure, vêtue d'un élégant peignoir en soie et tenant un bol de café bouillant.","Ariana Grande sitzt auf einem Samtsofa in einem luxuriösen Schloss, trägt ein feines Seidennachthemd und hält einen dampfenden Kaffeebecher in der Hand.","Ariana Grande seduta su un divano di velluto in una lussuosa villa, indossa un delicato abito da notte di seta e tiene in mano una tazza di caffè bollente.","Ariana Grande sentada em um sofá de veludo em uma mansão luxuosa, vestindo um robe de seda delicado e segurando uma xícara de café quente.",520
Ariana Grande's bright green eyes shine with excitement as she performs.,Los brillantes ojos verdes de Ariana Grande destellan con emoción mientras canta.,Les yeux verts brillants d'Ariana Grande scintillent de plaisir lorsqu'elle se produit.,"Ariana Grandes leuchtend grüne Augen strahlen vor Freude, während sie auftritt.",Gli occhi verdi brillanti di Ariana Grande scintillano di eccitazione mentre esegue il suo spettacolo.,Os olhos verdes brilhantes de Ariana Grande brilham de excitação enquanto ela se apresenta.,488
Ariana Grande in a dark alleyway at night wearing a black leather corset and fishnet stockings.,Ariana Grande en un pasaje oscuro por la noche vestida con un corsé de cuero negro y medias de red.,Ariana Grande dans une ruelle sombre la nuit portant un corset en cuir noir et des bas de soie à mailles noires.,Ariana Grande steht in einer dunklen Gasse in der Nacht in einem schwarzen Lederkorsett und Fischernetzstrümpfen.,Ariana Grande in un vicolo buio di notte indossa un corsetto in pelle nera e calze a rete nera.,Ariana Grande em um beco escuro à noite vestindo um corset de couro preto e meias de malha.,1535
"Ariana Grande talking on the phone, her face animated with conversation.","Ariana Grande hablando por teléfono, su rostro animado con la conversación.","Ariana Grande en train de parler au téléphone, son visage animé par la conversation.","Ariana Grande telefoniert, ihre Miene ist mit dem Gespräch animiert.","Ariana Grande che parla al telefono, il suo volto animato dalla conversazione.","Ariana Grande falando ao telefone, seu rosto animado com conversa.",3582
Ariana Grande standing in front of a city skyline at dusk with a bold red lip and a pair of oversized sunglasses.,Ariana Grande de pie frente a un skyline urbano a la puesta del sol con un labio rojo intenso y un par de gafas de sol de gran tamaño.,Ariana Grande se tenait devant un paysage urbain à la tombée de la nuit avec un lèvre rouge audacieux et une paire de lunettes de soleil géantes.,Ariana Grande steht vor einem Stadtpanorama am Abend mit einem markanten roten Lippenstift und einer Paar überdimensionalen Sonnenbrillen.,Ariana Grande in piedi davanti a un paesaggio urbano al tramonto con un labbro rosso acceso e una paia di occhiali da sole oversized.,Ariana Grande em pé diante de um skyline urbano à tarde com um lábio vermelho ousado e um par de óculos de sol grande.,3811
"Ariana Grande standing in a field of tall, swaying grass with soft, natural sunlight.",Ariana Grande de pie en un campo de hierba alta y ondulante con luz solar suave y natural.,Ariana Grande debout dans un champ de haute herbe qui se balance doucement sous la lumière du soleil naturellement douce.,"Ariana Grande steht in einem Feld von hohem, schwingendem Gras mit weichem, natürlichen Licht.",Ariana Grande in piedi in un campo di alta erba ondeggiante con luce solare soffice e naturale.,"Ariana Grande em pé em um campo de grama alta, balançando, com luz solar suave e natural.",8279
Ariana Grande sitting at a piano with her elbows on the keys and a look of intense focus on her face.,Ariana Grande sentada a un piano con los codos sobre las teclas y una mirada de concentración intensa en su rostro.,Ariana Grande assise à un piano avec ses coudes sur les touches et un regard intense de concentration sur son visage.,Ariana Grande sitzt an einem Klavier mit ihren Ellenbögen auf den Tasten und hat einen Ausdruck intensiver Konzentration auf ihrem Gesicht.,Ariana Grande seduta al pianoforte con le ginocchia appoggiate sulle tastiere e un'espressione di intenso concentramento sul suo volto.,Ariana Grande sentada em um piano com os cotovelos apoiados nas teclas e um olhar de foco intenso no rosto.,9863
"Ariana Grande in a sleek silver jumpsuit, posing on a futuristic city street.","Ariana Grande en un traje de seda plateada elegante, posando en una calle futurista de la ciudad.","Ariana Grande dans un jumpsuit argenté lisse, posant sur une rue de ville futuriste.","Ariana Grande in einem schicken silbernen Jumpsuit, auf einer futuristischen Stadtstraße posiert.","Ariana Grande in un giubbotto argentato elegante, posa su una strada cittadina futuristica.","Ariana Grande num salto de seda prateada elegante, posando em uma rua futurística de uma cidade.",434
"Ariana Grande's vibrant, multicolored hair is lit from within by a mesmerizing, pulsing glow.",El cabello vibrante y multicolor de Ariana Grande está iluminado desde dentro por una impresionante y palpitante luz.,Les cheveux vifs et multicolores d'Ariana Grande sont éclairés de l'intérieur par une lumière hypnotique et palpitante.,"Ariana Grandes lebendige, farbenfrohe Haare werden von einer faszinierenden, pulsierenden Glut von innen erleuchtet.","I capelli vibranti e multicolori di Ariana Grande sono illuminati da un fascino, pulsante bagliore proveniente dal loro interno.","O cabelo vibrante e multicolorido de Ariana Grande está iluminado por dentro por um fascinante, pulsante brilho.",9195
Ariana Grande sitting in a quiet café with a cup of coffee and a book of poetry beside her.,Ariana Grande sentada en un café tranquilo con una taza de café y un libro de poemas a su lado.,Ariana Grande assise dans un café calme avec une tasse de café et un livre de poésie à côté d'elle.,Ariana Grande sitzt in einem stillen Café mit einem Becher Kaffee und einem Buch der Lyrik neben ihr.,Ariana Grande seduta in un tranquillo caffè con un bicchiere di caffè e un libro di poesie accanto a lei.,Ariana Grande sentada em um café tranquilo com uma xícara de café e um livro de poesia ao seu lado.,3257
Ariana Grande standing on a rooftop overlooking the city at sunset with her hair blowing in the wind.,Ariana Grande de pie en un tejado observando la ciudad al atardecer con su cabello revoloteando al viento.,Ariana Grande debout sur un toit dominant la ville au moment du coucher du soleil avec ses cheveux qui s'envolent dans le vent.,"Ariana Grande steht auf einem Dach, wo sie die Stadt bei Sonnenuntergang überblickt, mit ihrem Haar, das im Wind weht.",Ariana Grande in piedi su un tetto che affaccia sulla città al tramonto con i capelli che si agitano al vento.,Ariana Grande de pé em um telhado olhando para a cidade ao entardecer com o cabelo saindo ao vento.,8928
Ariana Grande in a sleek black evening gown with a plunging neckline and a sparkling diamond necklace under warm golden lighting.,Ariana Grande en un vestido de noche negro elegante con un escote profundo y un collar de diamantes centelleante bajo una iluminación dorada cálida.,Ariana Grande dans une robe de soirée noire élégante à décolleté prononcé et une chaîne de diamants étincelante sous une lumière dorée chaude.,Ariana Grande in einem schicken schwarzen Abendkleid mit tiefem Ausschnitt und einem funkelnden Diamantring unter warmem goldenem Licht.,Ariana Grande in un abito da sera nero elegante con un collo a punta e un collare di diamanti scintillante sotto una luce dorata calda.,Ariana Grande em um vestido de noite preto elegante com decote profundo e um colar de diamante brilhante sob iluminação dourada cálida.,6873
"Ariana Grande walking down a red carpet, her head held high, and a sparkling tiara perched on her head.","Ariana Grande caminando por un tapete rojo, su cabeza alta y una diadema reluciente posada en su cabeza.","Ariana Grande marchant sur un tapis rouge, la tête haute, et une couronne étincelante posée sur sa tête.","Ariana Grande geht auf der roten Teppich, ihr Kopf ist hoch erhoben, und ein funkelnder Tiara thront auf ihrem Haupt.","Ariana Grande che cammina lungo un tappeto rosso, la testa alta, e una tiara scintillante posizionata sulla testa.","Ariana Grande desfilando por uma alfombra vermelha, a cabeça erguida e uma tiara brilhante assentada em sua cabeça.",3611
Ariana Grande posing in a lush green meadow under a starry night sky.,Ariana Grande posando en un prado verde y espeso bajo un cielo nocturno estrellado.,Ariana Grande posant dans un pré luxuriant vert sous un ciel nocturne étoilé.,Ariana Grande posiert in einem dichten grünen Wiesenland unter einem sternenklaren Nachthimmel.,Ariana Grande in posa in un prato verde e rigoglioso sotto un cielo stellato di notte.,Ariana Grande posando em um prado verdejante sob um céu nocturno estrelado.,7359
"Ariana Grande standing on a windswept cliffside at sunset, wearing a flowing, white wedding veil and holding a delicate, antique locket.","Ariana Grande de pie en un acantilado azotado por el viento al atardecer, vestida con un velo de novia blanco y suelto y sosteniendo un collar delicado y antiguo.","Ariana Grande debout sur un plateau rocheux battu par le vent à la tombée du soleil, vêtue d'un voile de mariée blanc flottant et tenant un collier antique délicat.","Ariana Grande steht auf einem windschiefen Klippenrand bei Sonnenuntergang, trägt ein fließendes, weißes Hochzeitskleid und hält ein zartes, antikes Locket.","Ariana Grande in piedi su un costone esposto al vento al tramonto, indossando un velo da sposa bianco fluente e stringendo un medaglione delicato e antico.","Ariana Grande de pé em uma encosta ventosa à beira do pôr do sol, vestindo uma veste de noiva branca e fluída e segurando um colar delicado, antigo.",9654
Ariana Grande posing on a rocky coastline at sunrise wearing a flowing white and blue robe.,Ariana Grande posando en una costa rocosa al amanecer vestida con un manto blanco y azul flotante.,Ariana Grande posant sur une côte rocheuse au lever du soleil en portant un robe blanche et bleue à grands plis.,Ariana Grande posiert an einem felsigen Küstenabschnitt bei Sonnenaufgang in einem fließenden weißen und blauen Roben.,Ariana Grande posa su una costa rocciosa all'alba indossando un abito da notte bianco e blu a fiocchi.,"Ariana Grande posando em uma costa rochosa ao amanhecer, vestindo um robe branco e azul em pleno fluxo.",4557
Ariana Grande's expressive eyes conveying a sense of determination as she rehearses for a show,Los ojos expresivos de Ariana Grande transmitiendo un sentido de determinación mientras se prepara para un espectáculo.,Les yeux expressifs d'Ariana Grande transmettant un sentiment de détermination alors qu'elle répète une pièce pour un spectacle.,"Ariana Grandes ausdrucksvolle Augen vermitteln einen Sinn von Entschlossenheit, während sie sich für ein Konzert vorbereitet.",Gli occhi espressivi di Ariana Grande che trasmettono un senso di determinazione mentre si esercita per uno spettacolo.,"Os olhos expressivos de Ariana Grande, transmitindo um sentimento de determinação enquanto ela se prepara para um espetáculo.",106
"Ariana Grande stands on a windswept mountain peak, her hair blowing in the wind and a bright blue jacket wrapped tightly around her, as the sun rises behind her in a blaze of oranges and pinks.","Ariana Grande se encuentra de pie en una cumbre montañosa azotada por el viento, su cabello revolotea al viento y un chaqueta azul brillante está envuelta estrechamente en ella, mientras que el sol se levanta detrás de ella en un destello de naranjas y rosas.","Ariana Grande se tient debout sur une cime montagneuse battue par les vents, ses cheveux soufflés par le vent et un trench noir brillant enveloppé étroitement autour d'elle, tandis que le soleil se lève derrière elle dans un éclat d'oranges et de roses.","Ariana Grande steht auf einem von Wind umwehten Berggipfel, ihr Haar weht in der Luft und ein helles blauer Mantel ist eng um ihren Körper geschlungen, während hinter ihr die Sonne in einem Feuerwerk aus Orangen und Pinks aufgeht.","Ariana Grande si trova in cima a una vetta montuosa, sferzata dal vento, con i capelli che le svolazzano intorno e un giaccone blu acceso stretto intorno al corpo, mentre il sole sorge alle sue spalle in un abbagliante sfumato di arancioni e rosa.","Ariana Grande se encontra em uma cume de montanha sacudida pelo vento, seu cabelo balançando ao vento e um casaco azul-claro apertado em torno dela, enquanto o sol nasce atrás dela em uma explosão de laranjas e rosa.",2615
"Ariana Grande's confident stride is punctuated by the soft rustle of her silk pants, the sound a soothing, calming melody.","El paso confiado de Ariana Grande se interrumpe con el suave susurro de sus pantalones de seda, el sonido es una melodía suave y calmante.","L'allure confiante d'Ariana Grande est ponctuée par le doux frou-frou de ses pantalons de soie, le son s'inscrit en une mélodie apaisante et rassurante.","Arianas Grandses selbstbewusster Gang wird von dem weichen Rauschen ihrer Seidhosen unterbrochen, das Geräusch ist eine beruhigende, lindernde Melodie.","La sicura andatura di Ariana Grande è punteggiata dal soffice fruscio dei suoi pantaloni di seta, il suono è una melodia rilassante e calma.","O passo confiante de Ariana Grande é interrompido pelo suave ranger de seus calças de seda, o som sendo uma melodia suave e calma.",6924
"Ariana Grande standing on the edge of a rooftop, overlooking a city skyline at sunset.","Ariana Grande de pie en el borde de un tejado, mirando hacia un horizonte urbano a la puesta del sol.","Ariana Grande debout sur le bord d'un toit, dominant la vue d'un panorama urbain à l'heure du coucher du soleil.",Ariana Grande steht auf dem Rand eines Dachbodens und blickt auf die Skyline einer Stadt am Sonnenuntergang.,"Ariana Grande in piedi all'orlo di un tetto, guardando verso un paesaggio urbano all'orizzonte al tramonto.","Ariana Grande de pé na beira de um telhado, olhando para o skyline da cidade ao entardecer.",5574
Ariana Grande strolling through a lush green garden wearing a delicate floral dress and holding a parasol.,Ariana Grande paseando por un jardín verde y fresco vestida con un vestido de flores delicadas y sosteniendo un paraguas.,Ariana Grande se promène dans un jardin luxuriant vert vêtu d'une robe florale délicate et tenant un parasol.,"Ariana Grande schlendert durch einen üppigen grünen Garten, getragen von einem zarten Blumenkleid und hält ein Sonnenschirm.",Ariana Grande passeggiando attraverso un giardino verde lussureggiante indossando un abito floreale delicato e stringendo un parasole.,Ariana Grande passeando por um jardim verdejante vestindo um vestido floral delicado e segurando um guarda-sol.,4552
"Ariana Grande standing in a futuristic cityscape, wearing a sleek black jumpsuit and holding a high-tech device.","Ariana Grande de pie en un paisaje urbano futurista, vistiendo un traje negro elegante y sosteniendo un dispositivo de alta tecnología.","Ariana Grande debout dans un paysage urbain futuriste, vêtue d'un jumpsuit noir élégant et tenant un appareil haute technologie.","Ariana Grande steht in einer futuristischen Stadtlandschaft, trägt ein schmales schwarzes Jumpsuit und hält ein High-Tech-Gerät in der Hand.","Ariana Grande in piedi in un paesaggio urbano futuristico, indossa un jumpsuit nero elegante e tiene in mano un dispositivo di alta tecnologia.","Ariana Grande em pé em um cenário urbano futurista, vestindo um conjunto de jumpsuit preto elegante e segurando um dispositivo de alta tecnologia.",2547
"Ariana Grande posing in a glamorous photo shoot, her hair styled in a sleek, straight look and her outfit a stunning black evening gown.","Ariana Grande posando en una sesión de fotos glamorosa, su cabello estilizado en un aspecto elegante y recto y su atuendo un impresionante vestido de noche negro.","Ariana Grande posant dans une séance photo glamour, ses cheveux coiffés en un style lisse et droit, et son habillement un éblouissant robe de soirée noire.","Ariana Grande posiert bei einem glamourösen Fotoshooting, ihr Haar ist in einem schicken, glatten Look gestylt und ihr Outfit ein atemberaubender schwarzer Abendanzug.","Ariana Grande posa in una foto di lusso, i suoi capelli stiliati in un look liscio e diritto e il suo abito un elegante abito da sera nero.","Ariana Grande posando em um ensaio fotográfico glamoroso, seu cabelo estilizado em um visual liso e retinho e seu vestido um lindo e elegante vestido preto de gala.",3527
"Ariana Grande standing on a moonlit beach with the waves gently lapping at her feet, her bright smile illuminated by the starry night sky.","Ariana Grande de pie en una playa iluminada por la luna, con las olas acariciando suavemente sus pies, su sonrisa brillante iluminada por el cielo nocturno estrellado.","Ariana Grande debout sur une plage sous la lumière de la lune, les vagues clapotent doucement à ses pieds, son sourire lumineux éclairé par le ciel étoilé de la nuit.","Ariana Grande steht auf einer mondlichtüberschatteten Strand mit den Wellen, die sanft an ihren Füßen lappen, ihr strahlendes Lächeln wird von dem sternenübersäten Nachthimmel erhellt.","Ariana Grande in piedi su una spiaggia illuminata dalla luna con le onde che lambiscono delicatamente i suoi piedi, il suo sorriso luminoso illuminato dal cielo stellato della notte.","Ariana Grande de pé em uma praia iluminada pela lua com as ondas batendo suavemente nos seus pés, seu sorriso brilhante iluminado pelo céu estrelado da noite.",5514
Ariana Grande standing in a sleek and modern recording studio with a pair of headphones on her ears and a bright blue guitar leaning against her side.,Ariana Grande de pie en un estudio de grabación elegante y moderno con un par de auriculares en sus orejas y una guitarra azul brillante apoyada en su lado.,"Ariana Grande debout dans un studio d'enregistrement sobre et moderne, avec une paire de casques sur les oreilles et une guitare bleu vif appuyée contre son côté.","Ariana Grande steht in einem schicken und modernen Tonstudio mit einem Paar Kopfhörern auf ihren Ohren und einem hellblauen Gitarrenständer, der an ihrer Seite lehnt.",Ariana Grande in piedi in uno studio di registrazione elegante e moderno con un paio di cuffie sulle orecchie e una chitarra blu chiaro appoggiata contro la sua spalla.,"Ariana Grande parada em um estúdio de gravação moderno e elegante, com um par de fones de ouvido nos ouvidos e uma guitarra azul-viva apoiada ao seu lado.",1674
"Ariana Grande walking down a red carpet with a stunning, floor-length gown and a glamorous smile.","Ariana Grande caminando por una alfombra roja con un vestido de largo, impresionante y un sonrisa glamorosa.","Ariana Grande marchant sur un tapis rouge avec une robe de soirée impressionnante et longue jusqu'au sol, et un sourire glamour.","Ariana Grande geht auf einem roten Teppich herab in einem atemberaubenden, bis zum Boden reichenden Kleid und einem glamourösen Lächeln.",Ariana Grande che cammina lungo un tappeto rosso con un abito da sera lungo e splendido e un sorriso glamouroso.,Ariana Grande caminhando pelo tapete vermelho com um vestido de comprimento de perna impressionante e um sorriso glamourosa.,1519
Ariana Grande walking through a city street at night with a coffee cup.,Ariana Grande caminando por una calle de la ciudad por la noche con un tazón de café.,Ariana Grande marchant dans une rue de la ville la nuit avec une tasse de café.,Ariana Grande geht spazieren durch eine Stadtstraße in der Nacht mit einem Kaffeebecher.,Ariana Grande che cammina per una strada cittadina di notte con un bicchiere di caffè.,Ariana Grande caminhando por uma rua de cidade à noite com uma xícara de café.,6224
"Ariana Grande sitting in a cozy cabin, wearing a warm and cozy outfit with a pair of slippers, the soft glow of the fireplace illuminating her face.","Ariana Grande sentada en una cabaña acogedora, vistiendo un atuendo cálido y acogedor con un par de zapatillas, la suave iluminación del hogar de fuego ilumina su rostro.","Ariana Grande assise dans une cabane accueillante, vêtue d'un vêtement chaud et confortable avec une paire de pantoufles, la douce lueur de la cheminée éclairant son visage.","Ariana Grande sitzt in einem gemütlichen Holzhaus, trägt ein warmes und gemütliches Outfit mit einem Paar Pantoffeln, das sanfte Glühen des Kaminfeuers beleuchtet ihr Gesicht.","Ariana Grande seduta in una confortevole capanna, indossa un abito caldo e accogliente con un paio di pantofole, la morbida luce del camino che illumina il suo volto.","Ariana Grande sentada em uma cabana acolhedora, vestindo um conjunto quente e acolhedor com um par de chinelos, a suave luz do fogo de lenha iluminando seu rosto.",1584
"Ariana Grande walking through a lush green forest, her feet bare and her arms outstretched, with a look of wonder on her face.","Ariana Grande caminando a través de un bosque verde y tupido, sus pies descalzos y sus brazos extendidos, con una mirada de asombro en su rostro.","Ariana Grande marchant à travers une forêt verte et luxuriante, les pieds nus et les bras écartés, avec un regard de merveille sur son visage.","Ariana Grande geht durch einen dichten grünen Wald, ihre Füße barfuß und ihre Arme ausgestreckt, mit einem Ausdruck der Bewunderung auf ihrem Gesicht.","Ariana Grande che cammina attraverso una foresta lussureggiante verde, i piedi scalzi e le braccia allargate, con un'espressione di meraviglia sul viso.","Ariana Grande caminhando por uma floresta verdejante, seus pés descalços e seus braços estendidos, com um olhar de admiração no rosto.",5881
"Ariana Grande singing on stage, her hair styled in loose, flowing waves under a bright spotlight.","Ariana Grande cantando en escena, su cabello estilizado en ondas sueltas y fluyentes bajo una brillante luz de escenario.","Ariana Grande chantant sur scène, ses cheveux coiffés en vagues lâches et flottantes sous une lumière de projecteur éclatante.","Ariana Grande singt auf der Bühne, ihr Haar ist in lockigen, fließenden Wellen stilisiert, unter einem helleren Scheinwerfer.","Ariana Grande che canta sul palco, i capelli stilati in onde libere e fluide sotto una luce di spot brillante.","Ariana Grande cantando no palco, seu cabelo estilizado em ondas soltas e em movimento sob uma luz intensa de spot.",5635
"Ariana Grande sitting on a plush couch surrounded by candles and flowers, wearing oversized sunglasses and a fancy gold belt.","Ariana Grande sentada en un sofá de terciopelo rodeada de velas y flores, vistiendo gafas de sol grandes y un cinturón de oro elegante.","Ariana Grande assise sur un canapé en velours entourée de bougies et de fleurs, portant des lunettes de soleil oversized et une ceinture dorée élégante.","Ariana Grande sitzt auf einem weichen Sofa, umgeben von Kerzen und Blumen, trägt große Sonnenbrillen und eine elegante goldene Gürtel.","Ariana Grande seduta su un divano morbido circondata da candele e fiori, indossa occhiali da sole ingranditi e una cintura d'oro elegante.","Ariana Grande sentada em um sofá de plumo cercada por velas e flores, vestindo óculos de sol grande e um cinto de ouro elegante.",9891
"Ariana Grande swimming in a pool of glittering water, her hair flowing like a mermaid's.","Ariana Grande nadando en una piscina de agua brillante con glitzy, su cabello fluyendo como una sirena.","Ariana Grande nageant dans une piscine d'eau scintillante, ses cheveux flottant comme ceux d'une sirène.","Ariana Grande schwimmt in einem Pool glitzernden Wassers, ihr Haar fließt wie das eines Meerjungfraus.","Ariana Grande nuota in una piscina d'acqua scintillante, i suoi capelli che fluiscono come quelli di una sirena.","Ariana Grande nadando em uma piscina de água cintilante, seu cabelo fluindo como um cabelo de sereia.",4333
"Ariana Grande sitting at a wooden piano, wearing a elegant evening gown with delicate lace trim and a sparkling diamond necklace.","Ariana Grande sentada a un piano de madera, vistiendo un vestido de noche elegante con bordado de encaje delicado y un collar de diamantes que brilla.","Ariana Grande assise à un piano en bois, portant un élégant robe de soirée avec un délicat bord de dentelle et un collier de diamant étincelant.","Ariana Grande sitzt an einem holzernen Flügel, trägt ein elegantes Abendkleid mit feinem Spitzenbesatz und einen funkelnden Diamantring.","Ariana Grande seduta al pianoforte in legno, indossa un abito da sera elegante con un delicato tratto di merletto e un collare di diamanti scintillante.","Ariana Grande sentada a um piano de madeira, vestindo um vestido de gala elegante com detalhes de renda delicada e um colar de diamante brilhante.",711
