Original,Spanish,French,German,Italian,Portuguese,Index
"Pikachu's curious expression is reflected in the calm surface of a peaceful, starry night sky above a serene meadow.",La expresión curiosa de Pikachu se refleja en la superficie tranquila de un cielo nocturno estrellado sobre una pradera serena.,L'expression curieuse de Pikachu est reflétée dans la surface calme d'une nuit céleste étoilée paisible au-dessus d'un pré calme.,"Pikachu's neugierige Miene spiegelt sich in der ruhigen Oberfläche eines friedlichen, sternenklaren Nachthimmels über einer stillen Wiese wider.",L'espressione curiosa di Pikachu è riflesa sulla superficie calma di un cielo sereno e stellato sopra un prato sereno.,A expressão curiosa do Pikachu é refletida na superfície calma de uma noite estrelada pacífica acima de um prado sereno.,6912
"Pikachu curled up in a ball, sleeping on a pile of soft, fluffy clouds.","Pikachu se enrolló en una bola, durmiendo sobre una pila de nubes suaves y peludas.","Pikachu s'est enroulé en une boule, dormant sur une pile de nuages doux et moelleux.","Pikachu rollte sich zu einer Kugel zusammen und schlief auf einem Haufen weicher, weicher Wolken.","Pikachu si è arrotolato a palla, addormentandosi su un cumulo di nuvole soffici e lanose.","O Pikachu enroscou-se em uma bola, dormindo em uma pilha de nuvens macias e sedosas.",520
"Pikachu sits on a throne, wearing a crown and a regal expression.","Pikachu se sienta en un trono, llevando una corona y una expresión regia.","Pikachu s'assoit sur un trône, portant une couronne et une expression royale.","Pikachu sitzt auf einem Thron, trägt eine Krone und zeigt ein königliches Gemüt.","Pikachu si siede su un trono, indossa una corona e esprime un'espressione regale.","O Pikachu senta-se em um trono, usando uma coroa e uma expressão regia.",488
A darkened room with a single spotlight shining on Pikachu's electric powers.,Una habitación oscura con una sola luz de foco que destaca los poderes eléctricos de Pikachu.,Une salle sombre avec une unique lumière de projecteur éclairant les puissances électriques de Pikachu.,"Ein dunkles Zimmer mit einem einzelnen Scheinwerfer, der auf Pikachus elektrische Kräfte scheint.",Una stanza buia con una sola luce di spot che illumina i poteri elettrici di Pikachu.,Uma sala escura com um único refletor iluminando os poderes elétricos do Pikachu.,1535
"Pikachu sporting a bold, edgy look and a spiky, neon green mohawk.","Pikachu con un estilo audaz y agresivo, y un moño verde neón espinoso.","Pikachu affichant un look audacieux et édgy, ainsi qu'une frange verte néon pointue.","Ein Pikachu mit einem markanten, edgy Aussehen und einem spitzen, neon-grünen Mohawk.",Pikachu con un look audace ed edgy e un ciuffo di capelli spazzolato e neon verde.,"Pikachu com um visual ousado e edgy e uma cabeleira punk, verde neon espinhado.",3582
"A Pikachu with a playful expression holds a small, inflated beach ball.",Un Pikachu con una expresión juguetona sostiene una pequeña pelota de playa inflada.,Un Pikachu affichant une expression ludique tient un petit ballon de plage gonflé.,"Ein Pikachu mit einem spielerischen Ausdruck hält einen kleinen, aufgeblasenen Strandball.",Un Pikachu con un'espressione giocosa tiene una piccola palla da spiaggia gonfiata.,Um Pikachu com uma expressão brincalhona segura uma pequena bola de praia inflada.,3811
"A Pikachu with a fishing rod casts a line into a serene, crystal-clear lake.",Un Pikachu con una caña de pescar lanza una línea a un lago sereno y cristalino.,"Un Pikachu équipé d'une canne à pêche lance un hameçon dans un lac paisible, d'eau cristalline.","Ein Pikachu wirft mit einem Angelruten einen Haken in ein ruhiges, klarestes See.",Un Pikachu con un'asta da pesca lancia una lenza in un lago sereno e cristallino.,Um Pikachu com uma vara de pesca lança uma linha em um lago sereno e cristalino.,8279
"A Pikachu with a puzzled, confused face, surrounded by a maze of twisted, gnarled tree roots.","Un Pikachu con una cara aturdida y confundida, rodeado por un laberinto de raíces de árboles retorcidas y nudosas.","Un Pikachu avec un visage perplexe et confus, entouré d'un labyrinthe de racines d'arbres tordues et noueuses.","Ein Pikachu mit einem verwirrten, verwirrten Gesicht, umgeben von einem Labyrinth aus verzwirbelten, verdrehten Baumwurzeln.","Un Pikachu con un volto perplesso e confuso, circondato da un labirinto di radici di alberi contorti e nodosi.","Um Pikachu com uma face confusa e perplexa, cercado por um labirinto de raízes de árvores retorcidas e enredadas.",9863
"Pikachu wearing a pair of oversized novelty sunglasses, lounging on a beach.","Pikachu llevando un par de gafas de sol de novela de gran tamaño, relajándose en una playa.","Pikachu portant des lunettes de soleil en plastique géantes, allongé sur une plage.","Ein Pikachu trägt eine Paar riesige, farbenfrohe Sonnenbrillen und entspannt sich auf einem Strand.","Pikachu che indossa un paio di occhiali da sole da moda ingombranti, rilassato sulla spiaggia.","Pikachu usando um par de óculos de sol de brincadeira grandes demais, relaxando em uma praia.",434
"Pikachu perched on a windowsill, its ears perked up and wearing a pair of trendy sunglasses.","Pikachu se sentó en una repisa de la ventana, sus orejas erguidas y llevando un par de gafas de sol de moda.","Pikachu est perché sur une fenêtre, ses oreilles dressées et portant une paire de lunettes de soleil à la mode.","Pikachu saß auf einem Fensterbrett, seine Ohren waren aufgerichtet und trug eine Paar trendy Sonnenbrillen.","Pikachu si è posizionato su una finestra, le orecchie puntate verso l'alto e indossa un paio di occhiali da sole di tendenza.","O Pikachu estava sentado em uma janela, suas orelhas erguidas e vestindo um par de óculos de sol de moda.",9195
"A Pikachu with a mischievous face and a shiny, mirror-like texture on its cheeks.","Un Pikachu con una cara traviesa y una textura brillante, como un espejo, en sus mejillas.","Un Pikachu avec un visage malicieux et une texture brillante, semblable à un miroir, sur ses joues.","Ein Pikachu mit einem frechen Gesicht und einer glänzenden, spiegelartigen Oberfläche auf seinen Wangen.","Un Pikachu con un viso malizioso e una texture lucida, simile a uno specchio, sulle sue guance.","Um Pikachu com uma face travessa e uma textura brilhante, semelhante a espelho, em suas bochechas.",3257
"Pikachu's electric powers dance across its body, illuminating the intricate patterns of its scaly, fish-like skin.","Las poderosas energías eléctricas de Pikachu bailan por todo su cuerpo, iluminando los intrincados patrones de su piel escamosa, similar a la de un pez.","Les pouvoirs électriques de Pikachu dansent sur son corps, éclairant les motifs complexes de sa peau écailleuse ressemblant à celle d'un poisson.","Pikachu's elektrische Kräfte tanzen über seinem Körper, beleuchten die feinen Muster seiner schuppigen, fischähnlichen Haut.","Le potenze elettriche di Pikachu danzano sulla sua superficie, illuminando i complessi motivi dei suoi squamosi, simili a pelle di pesce.","As poderes elétricos do Pikachu dançam pelo seu corpo, iluminando os padrões intrincados de sua pele escamosa, semelhante à de um peixe.",8928
Pikachu racing against a clock in a high-speed track.,Pikachu corriendo contra el reloj en un circuito de alta velocidad.,Pikachu se déplace à grande vitesse sur un circuit de course tandis qu'un réveil sonne dans le fond.,Pikachu rennt gegen die Uhr in einer Hochgeschwindigkeitsstrecke.,Pikachu che corre contro il tempo in un circuito ad alta velocità.,Pikachu correndo contra o relógio em uma pista de alta velocidade.,6873
A Pikachu with a mischievous grin peeking out from behind a stack of colorful crates in a bustling city alley.,Un Pikachu con una sonrisa traviesa asomando detrás de una pila de cajas coloridas en un estrecho y bullicioso pasaje de la ciudad.,Un Pikachu aux dents de sourire malicieux se cache derrière un empilement de caisses colorées dans une ruelle animée de la ville.,Ein Pikachu mit einem frechen Grinsen lugt hinter einem Stapel farbenfroher Kisten in einer belebten Stadtgasse hervor.,Un Pikachu con un sorriso malizioso che spunta fuori dietro una pila di scatole colorate in un cortile affollato di una città.,Um Pikachu com um sorriso travesso espiando por trás de uma pilha de caixas coloridas em uma rua movimentada de uma cidade.,3611
"Pikachu with a shy expression, hiding behind a large purple flower in a garden.","Pikachu con una expresión tímida, escondido detrás de una gran flor púrpura en un jardín.","Un Pikachu avec une expression timide, caché derrière une grande fleur pourpre dans un jardin.",Ein schüchtern aussehendes Pikachu versteckt sich hinter einer großen violetten Blume in einem Garten.,"Pikachu con un'espressione timida, nascosto dietro un grande fiore viola in un giardino.","Pikachu com uma expressão tímida, escondido por trás de uma grande flor lilás em um jardim.",7359
"Pikachu with a thoughtful expression, wearing a pair of reading glasses.","Pikachu con una expresión pensativa, llevando una pareja de gafas de lectura.","Un Pikachu avec une expression réfléchie, portant une paire de lunettes de lecture.","Ein Pikachu mit einem nachdenklichen Gesichtsausdruck, das ein Paar Lesebrille trägt.","Pikachu con un'espressione pensierosa, indossa una paio di occhiali da lettura.","Pikachu com uma expressão pensativa, usando um par de óculos de leitura.",9654
"A Pikachu sits on a windowsill, gazing out at the cityscape through a rain-soaked window at night.","Un Pikachu se sienta en una repisa de la ventana, mirando hacia la ciudad a través de una ventana empañada por la lluvia durante la noche.","Un Pikachu est assis sur une fenêtre, regardant la vue de la ville à travers une fenêtre givré de pluie une nuit.","Ein Pikachu sitzt auf einem Fensterbrett und schaut durch ein bei Regen beschlagenes Fenster in die Stadtlandschaft hinaus, nachts.","Un Pikachu si trova su un davanzale, a guardare la vista della città attraverso una finestra bagnata di pioggia di notte.","Um Pikachu está sentado em uma janela, olhando para a paisagem urbana através de uma janela enlameada à noite.",4557
"Pikachu standing on a rocky outcropping, looking out at a stormy sea with a brave expression.","Pikachu de pie sobre una roca saliente, mirando hacia un mar tormentoso con una expresión valiente.","Un Pikachu debout sur une saillie rocheuse, regardant la mer tempétueuse avec un air courageux.","Ein Pikachu steht auf einem Felsen, schaut über eine stürmische See mit einem tapferen Ausdruck.","Pikachu in piedi su un affioramento roccioso, guardando un mare tempestoso con un'espressione coraggiosa.","Um Pikachu em pé sobre uma elevação rochosa, olhando para o mar tempestuoso com uma expressão corajosa.",106
"Pikachu with a messy, tangled mess of hair that resembles a wild tangle of vines, standing in an ancient, overgrown forest.","Pikachu con un despeinado y enredado peinado que se asemeja a un revoltoso enredijo de lianas, parado en un bosque antiguo y abandonado.","Pikachu avec une mèche de cheveux ébouriffée et enchevêtrée qui ressemble à un fouillis sauvage de lianes, debout dans une forêt ancienne et en friche.","Ein Pikachu mit einem wilden, verworrenen Haarschopf, der einem dichten Buschwerk ähnelt, steht in einem alten, verwilderten Wald.","Pikachu con una chioma disordinata e impigliata che assomiglia a un intrico selvaggio di vite, in piedi in un antico e rigoglioso bosco.","Pikachu com um cabelo desalinhado e emaranhado que se assemelha a uma trepadeira selvagem, parado em uma floresta antiga e sobrevegetada.",2615
"Pikachu swings from a giant, purple, inflatable swing in a playground.","Pikachu se balancea de una gran, purpura, silla inflable en un parque de diversiones.",Pikachu se balance sur une immense balançoire en caoutchouc violet dans un parc de jeux.,"Pikachu schwingt sich an einem riesigen, violetten, aufblasbaren Schaukelstuhl in einem Spielplatz.","Pikachu si svolazza su un grande, porpora, sospensione gonfiabile in un parco giochi.","O Pikachu balança em uma gigante, roxa, balança inflável em um parque de diversões.",6924
Pikachu's adorable face was framed by a halo of light.,La adorable cara de Pikachu estaba rodeada por un halo de luz.,Le visage adorable de Pikachu était entouré d'un halo de lumière.,Pikachu's süßes Gesicht wurde von einem Lichtkranz umrahmt.,Il viso adorabile di Pikachu era circondato da un alone di luce.,O adorável rosto do Pikachu estava circundado por um halo de luz.,5574
Pikachu perched on a mushroom in a misty forest at dawn.,Pikachu se sentó sobre un hongo en un bosque brumoso a la aurora.,Pikachu était perché sur un champignon dans une forêt brumeuse à l'aube.,Pikachu saß auf einem Pilz in einem nebligen Wald bei Tagesanbruch.,Pikachu si è posizionato su un fungo in una foresta nebbiosa all'alba.,Pikachu sentado em um cogumelo em uma floresta nebulosa ao amanhecer.,4552
"A Pikachu with long, curly hair the color of its electric powers, dancing in a meadow.","Un Pikachu con el cabello largo y rizado del color de sus poderes eléctricos, bailando en un prado.","Un Pikachu aux cheveux longs et bouclés de couleur semblable à ses pouvoirs électriques, dansant dans un pré.","Ein Pikachu mit langen, lockigen Haaren in der Farbe seiner elektrischen Kräfte tanzt in einem Feld.","Un Pikachu con i capelli lunghi e ricci di colore simile alle sue potenze elettriche, che balla in un prato.","Um Pikachu com cabelos longos e encaracolados, da cor das suas forças elétricas, dançando em uma campina.",2547
"Pikachu lying on its back, surrounded by a scattering of glittering, starry lights in a dark, cosmic night sky.","Pikachu acostado en su espalda, rodeado de una dispersión de luces brillantes y estelares en una noche oscura y cósmica del cielo.","Un Pikachu allongé sur le dos, entouré d'une dispersion de lumières scintillantes, étoilées dans un ciel nocturne cosmique sombre.","Ein Pikachu liegt auf dem Rücken, umgeben von einer Streuung glitzernder, starrer Lichter in einem dunklen, kosmischen Nachthimmel.","Pikachu disteso sul suo dorso, circondato da una dispersione di luci scintillanti e stellari in una notte cielo cosmico buio.","Pikachu deitado de costas, cercado por uma dispersão de luzes cintilantes, estrelares, em uma noite escura e cósmica do céu.",3527
"A Pikachu's electric powers crackle through a stormy night sky, lightning illuminating its fur.","Las poderosas energías eléctricas de un Pikachu crepitan en un cielo nocturno tormentoso, las descargas de luz iluminan su pelaje.","Les pouvoirs électriques d'un Pikachu crépitent sous un ciel nocturne orageux, la foudre éclairant sa fourrure.","Ein Pikachu zuckt mit seinen elektrischen Kräften durch einen stürmischen Nachthimmel, Blitzlichter beleuchten sein Fell.","Le potenzialità elettriche di un Pikachu crepitano sotto un cielo notturno burrascoso, un fulmine che illumina la sua pelliccia.","As poderes elétricos de um Pikachu faíscam através de uma noite tempestuosa, um raio ilumina seu pelo.",5514
"Pikachu standing on a beach, holding a small, weathered compass.","Pikachu parado en una playa, sosteniendo un pequeño compás desgastado.","Pikachu debout sur une plage, tenant un petit compas usé.","Ein Pikachu steht auf einer Strand, hält ein kleines, verwittertes Kompass in der Hand.","Pikachu in piedi sulla spiaggia, con in mano un piccolo, logoro bussola.","Um Pikachu de pé em uma praia, segurando um pequeno e enferrujado bússola.",1674
"Pikachu in a chef's hat, cooking on a stovetop in a cozy French bistro.","Pikachu con un sombrero de chef, cocinando en una estufa en una acogedora bodega francesa.","Pikachu coiffé d'un chapeau de chef, cuisinant sur une cuisinière dans une charmante bistro française.","Ein Pikachu in einem Chefmützen, das auf einem Herd in einem gemütlichen französischen Bistro kocht.","Pikachu con un cappello da chef, cucina su un fornello in un accogliente bistrot francese.","Pikachu com um chapéu de cozinheiro, cozinhar em uma panela em um bistrô francês acolhedor.",1519
Pikachu dressed as a pirate holding a treasure map on a wooden ship.,Pikachu disfrazado de pirata sosteniendo un mapa del tesoro en un barco de madera.,Pikachu habillé en pirate tenant un plan du trésor sur un navire en bois.,"Pikachu als Pirat verkleidet, das einen Schatzkarte auf einem Holzschiff hält.",Pikachu vestito da pirata che tiene una mappa del tesoro su una nave di legno.,"Pikachu disfarçado de pirata, segurando um mapa do tesouro em uma embarcação de madeira.",6224
"Pikachu's face contorted in a comical scowl, its fur a deep, burnished red, against a stark, white background.","La cara de Pikachu se contorsionó en una ceño cómico, su pelaje era un rojo intenso y barnizado, contra un fondo blanco y deslumbrante.","Le visage de Pikachu se déforma en un froncement comique, sa fourrure d'un rouge profond, écaillé, contre un fond blanc éclatant.","Pikachu's Gesicht verzog sich in einem komischen Grimmen, seine Fellfarbe war ein tiefes, glänzendes Rot, gegen einen hellen, weißen Hintergrund.","Il viso di Pikachu si contorse in un'espressione comica, la sua pelliccia era di un rosso profondo, brunito, contro uno sfondo bianco chiaro e netto.","O rosto do Pikachu contorceu-se em uma careta cômica, seu pelo era uma profunda, avermelhada, contra um fundo branco despojado.",1584
"Pikachu leans against a giant, stuffed rabbit, its electric powers crackling.","Pikachu se apoya contra una gigantesca coneja de peluche, sus poderes eléctricos chispean.","Pikachu s'appuie contre un lapin géant en peluche, ses pouvoirs électriques crépitent.","Pikachu lehnt sich an einen riesigen, gestopften Kaninchen, seine elektrischen Kräfte krachen.","Pikachu si appoggia a un grande coniglio imbottito, le sue potenze elettriche crepitano.","O Pikachu apoia-se em um coelho de pelúcia gigante, suas potências elétricas crepitando.",5881
"A Pikachu is sitting at a table, surrounded by a spread of delicious food, looking like it's about to dig in.","Un Pikachu está sentado en una mesa, rodeado de una variedad de comida deliciosa, pareciendo que está a punto de empezar a comer.","Un Pikachu est assis à une table, entouré d'une grande variété de nourriture délicieuse, avec l'air de se préparer à manger.","Ein Pikachu sitzt an einem Tisch, umgeben von einer Auswahl leckerer Speisen, als ob es gleich loszufangen gedenken würde.","Un Pikachu è seduto a un tavolo, circondato da una vasta scelta di cibo delizioso, con l'aspetto di essere sul punto di attaccare.","Um Pikachu está sentado à uma mesa, cercado por uma variedade de alimentos deliciosos, parecendo pronto para se servir.",5635
"Pikachu wearing a chef's hat and a toque, its face a cheerful, focused expression, in a bustling, colorful kitchen.","Pikachu con un sombrero de chef y un toque, su cara una expresión alegre y enfocada, en una cocina bulliciosa y colorida.","Pikachu portant un chapeau de chef et une toque, son visage un sourire joyeux, une expression concentrée, dans une cuisine animée, colorée.","Ein Pikachu mit Chefmütze und Toque, auf seinem Gesicht ein fröhliches, konzentriertes Gesicht, in einem belebten, farbenfrohen Küchenbereich.","Pikachu con un cappello da cuoco e una toque, il suo viso un'espressione allegra e concentrata, in una cucina affollata e colorata.","Pikachu usando um chapéu de cozinheiro e uma toque, seu rosto uma expressão alegre e concentrada, em uma cozinha movimentada e colorida.",9891
"A Pikachu with a curious face, peeking out from behind a colorful flower.","Un Pikachu con una cara curiosa, asomando desde detrás de una flor colorida.","Un Pikachu aux traits curieux, qui se faufile derrière une fleur colorée.","Ein Pikachu mit einem neugierigen Gesicht, lugt hinter einem bunten Blumenstrauß hervor.","Un Pikachu con un viso curioso, che sbircia fuori da dietro un fiore colorato.","Um Pikachu com uma face curiosa, olhando para fora por trás de uma flor colorida.",4333
Pikachu sitting on a pile of colorful toys with a bright yellow face and a red ball.,Pikachu sentado sobre una pila de juguetes de colores con una cara amarilla brillante y una pelota roja.,Un Pikachu assis sur une pile de jouets colorés avec un visage jaune vif et une balle rouge.,Pikachu sitzt auf einem Haufen bunter Spielzeuge mit einem hellen gelben Gesicht und einem roten Ball.,Pikachu seduto su un mucchio di giocattoli colorati con un viso giallo brillante e una palla rossa.,Pikachu sentado em uma pilha de brinquedos coloridos com um rosto amarelo brilhante e uma bola vermelha.,711
"Pikachu curled up in a ball, its bright eyes peeking out from beneath a tuft of fur as it rests in a warm, sandy beach hut.","Pikachu se arrolló en una bola, sus brillantes ojos asomando desde debajo de una rama de pelo mientras descansa en una cabaña de playa cálida y arenosa.","Pikachu s'est enroulé en boule, ses yeux brillants dépassant d'une touffe de poils en dessous tandis qu'il repose dans une cabane de plage chaude et sableuse.","Pikachu rollte sich zu einer Kugel zusammen, seine leuchtenden Augen lugten aus einer Locke Haare hervor, während es sich in einem warmen, sandigen Strandhütte ausruht.","Pikachu si è arrotolato a palla, i suoi occhi brillanti spuntano fuori da sotto una ciocca di peli mentre riposa in una capanna di sabbia calda.","O Pikachu encolheu-se em uma bola, seus olhos brilhantes olhando para fora sob um tufo de pelo enquanto descansa em uma cabana de praia quente e arenosa.",7527
"Pikachu's face is pressed against the glass of a submarine window, watching a school of fish swim by.","La cara de Pikachu está presionada contra el vidrio de una ventana de submarino, observando a un escuela de peces nadar por allí.","Le visage de Pikachu est appuyé contre la vitre d'une fenêtre de sous-marin, regardant une école de poissons nager parmi la mer.","Pikachu's Gesicht drückt sich gegen das Glas eines U-Bootfensters, während es eine Schule von Fischen beobachtet, die vorbeischwimmen.","Il volto di Pikachu è appoggiato contro il vetro di una finestra di un sottomarino, guardando una scuola di pesci che nuotano accanto.","O rosto do Pikachu está pressionado contra a janela de um submarino, assistindo a uma escola de peixes nadar.",8785
"A Pikachu wearing a delicate lace headband and a flowing white wedding dress, walking down an aisle.","Un Pikachu con una diadema de encaje delicada y un vestido de novia blanco desbordante, caminando por un pasillo.","Un Pikachu portant une diadème de dentelle délicate et un jupon de mariée blanc en flottant, marchant le long d'un chemin d'accès.","Ein Pikachu mit einem feinen Spitzen-Halsband und einem fließenden weißen Hochzeitskleid, geht eine Kirchenbahn hinunter.","Un Pikachu con un diadema di merletto delicato e un abito da sposa bianco a fiori, che cammina giù per un corridoio di matrimoni.","Um Pikachu usando uma fita de renda delicada na cabeça e um vestido de noiva branco deslizando, caminhando pela passarela.",2045
Pikachu riding a unicycle on a tightrope suspended high above a bustling city skyline at sunset.,Pikachu montado en un monociclo sobre una cuerda floja suspendida a gran altura sobre el skyline de una ciudad bulliciosa al atardecer.,Pikachu en train de faire du cyclisme sur un unicycle sur une corde raide suspendue à une grande hauteur au-dessus d'un paysage urbain animé à la tombée du soleil.,"Ein Pikachu fährt auf einem Hochrad über einem Seil, das hoch über einem belebten Stadtspiegel bei Sonnenuntergang schwebt.",Pikachu che cavalca una bicicletta uncinata su una fune sospesa a grande altezza sopra il profilo urbano di una città in piena notte di tramonto.,Pikachu montado em um triciclo equilibrado em uma corda floreta suspensa a uma altura elevada acima do skyline de uma cidade animada ao pôr do sol.,6201
A Pikachu with a mischievous grin peeks out from behind a stack of colorful crates in a bustling market.,Un Pikachu con una sonrisa traviesa asoma detrás de una pila de cajas coloreadas en un mercado animado.,Un Pikachu aux dents bien mordues sort la tête de derrière une pile de caisses colorées dans un marché animé.,Ein Pikachu mit einem frechen Grinsen lugt hinter einer Stapel bunten Kisten in einem belebten Markt hervor.,Un Pikachu con un sorriso malizioso spunta fuori dietro un mucchio di casse colorate in un mercato affollato.,Um Pikachu com um sorriso travesso espreita por trás de uma pilha de caixotes coloridos em um mercado movimentado.,1291
"A Pikachu with a fierce determination, standing in front of a burning volcano, ready to battle.","Un Pikachu con una determinación fiera, parado enfrente de un volcán en llamas, listo para enfrentar una batalla.","Un Pikachu déterminé à l'extrême, debout devant un volcan en flammes, prêt à combattre.","Ein Pikachu mit unbezwingbarer Entschlossenheit, vor einem brennenden Vulkan stehend, bereit zum Kampf.","Un Pikachu con una ferma determinazione, in piedi davanti a un vulcano che brucia, pronto a combattere.","Um Pikachu com uma determinação feroz, parado em frente a um vulcão em chamas, pronto para a batalha.",9044
"Pikachu sitting on a pile of books, wearing reading glasses and a thoughtful expression.","Pikachu sentado sobre una pila de libros, usando gafas de lectura y una expresión pensativa.","Un Pikachu assis sur une pile de livres, portant des lunettes de lecture et une expression réfléchie.","Ein Pikachu sitzt auf einem Haufen von Büchern, trägt Brille zum Lesen und hat einen nachdenklichen Gesichtsausdruck.","Pikachu seduto su una pila di libri, indossa occhiali da lettura e ha un'espressione pensierosa.","Um Pikachu sentado em uma pilha de livros, usando óculos de leitura e uma expressão pensativa.",4803
