Original,Spanish,French,German,Italian,Portuguese,Index
Mario using a power-up star to defeat a giant Koopa Troopa.,Mario utilizando una estrella de poder para derrotar a un gigante Koopa Troopa.,Mario utilisant une étoile de puissance pour vaincre un géant Koopa Troopa.,"Mario nutzt ein Power-Up-Stern, um einen riesigen Koopa-Troopa zu besiegen.",Mario utilizza una stella power-up per sconfiggere un gigante Koopa Troopa.,O Mario usando uma estrela de poder-up para derrotar um gigante Koopa Troopa.,6912
"""A happy Mario dances on a cloud, surrounded by fluttering stars.""","""Un alegre Mario baila sobre una nube, rodeado de estrellas que danzan al viento.""","Mario heureux danse sur un nuage, entouré d'étoiles qui dansent.","Ein glücklicher Mario tanzt auf einer Wolke, umgeben von flatternden Sternen.","""Mario felice danza su una nuvola, circondato da stelle che sbattono le ali.""","""Um feliz Mario dança em uma nuvem, cercado por estrelas que voam.""",520
"""Mario's bright red cap and blue shirt are covered in white snowflakes, as he throws a snowball.""","""La gorra roja brillante de Mario y la camiseta azul están cubiertas de copos de nieve blancos, mientras él lanza un bolas de nieve.""","Le chapeau rouge vif de Mario et sa chemise bleue sont recouverts de flocons de neige blancs, alors qu'il lance une boule de neige.","""Marions heller roter Hut und blauer Pullover sind mit weißen Schneeflocken bedeckt, während er einen Schneeball wirft.""","Il cappello rosso acceso di Mario e la sua maglietta azzurra sono coperti di fiocchi di neve bianchi, mentre lui lancia una palla di neve.","""O chapéu vermelho brilhante de Mario e a camisa azul estão cobertos por flores de neve brancas, enquanto ele lança uma bola de neve.""",488
"""A determined Mario stands on the edge of a cliff, looking out at the Mushroom Kingdom.""","""Un determinado Mario se encuentra en la orilla de un precipicio, mirando hacia el Reino de los Hongos.""","Mario déterminé se tient au bord d'une falaise, regardant vers le Royaume des Champignons.","Ein entschlossener Mario steht am Rande eines Kliffs, blickt hinaus in das Pilzkönigreich.","Mario deciso si trova in cima a un dirupo, guardando verso il Regno dei Funghi.","""O determinado Mario se encontra na beira de um penhasco, olhando para fora do Reino dos Cogumelos.""",1535
Mario's blue overalls are torn and dirty as he climbs up a rocky mountain.,Los overoles azules de Mario están desgarrados y sucios mientras sube una montaña rocosa.,Les overalls bleus de Mario sont déchirés et sales tandis qu'il grimpe à un montagne rocheuse.,"Marios blaue Arbeitsanzug ist zerrissen und schmutzig, während er einen felsigen Berg hinaufklettert.",Le mutande blu di Mario sono strappate e sporche mentre sale su una montagna rocciosa.,As calças azuis de Mario estão rasgadas e sujas enquanto ele sube uma montanha rochosa.,3582
A group of Toads cheer as Mario defeats a giant spiky Koopa Troopa in a dark cave.,Un grupo de sapos aplauden mientras Mario derrota a un gigante Troopa Koopa espinoso en una cueva oscura.,Un groupe de grenouilles acclament Mario qui vient de vaincre un géant Koopa Troopa recouvert de pointes dans une grotte sombre.,"Ein Gruppe von Kröten jubelt, als Mario einen riesigen spitzen Knochenschwanz-Troopa in einer dunklen Höhle besiegt.",Un gruppo di Rane esulta mentre Mario sconfigge un gigantesco Koopa Troopa spinoso in una grotta buia.,Um grupo de Sapos aplaude enquanto Mario derrota um enorme Koopa Troopa espinhoso em uma caverna escura.,3811
"""Mario wears a red cap, blue overalls, and carries a golden mushroom in his right hand, surrounded by lush green grass.""","Mario lleva un sombrero rojo, overoles azules y porta un hongo dorado en su mano derecha, rodeado de prados verdes y densos.","Mario porte un chapeau rouge, des overols bleus et tient un champignon d'or dans sa main droite, entouré de gazon vert luxuriant.","Mario trägt einen roten Hut, blaue Overalls und hält in seiner rechten Hand einen goldenen Pilz, umgeben von dichtem grünem Gras.","Mario indossa un cappello rosso, pantaloni azzurri e tiene un funghino d'oro nella mano destra, circondato da un prato verde rigoglioso.","Mario usa uma capa vermelha, calças azuis e carrega um cogumelo dourado na mão direita, cercado por gramados verdes luxuriantes.",8279
"""Mario walking through a field of tall, golden wheat, a gentle breeze rustling the stalks.""","Mario caminando a través de un campo de trigo alto y dorado, un suave viento acariciando las espigas.","Mario se promenant à travers un champ de blé d'or très haut, un léger vent qui fait bruire les épis.","Mario geht durch einen Feld voller hoher, goldenen Weizen, ein sanfter Wind bewegt die Stengel.","Mario che cammina attraverso un campo di alta, dorata segale, un lieve vento che agita i steli.","""Mário caminhando por um campo de trigo alto e dourado, um vento suave sacudindo os talos.""",9863
"""Mario is riding a Yoshi through a lush forest, with a flock of birds flying above and a few coins scattered on the ground.""","Mario está montando a un Yoshi a través de un bosque verde y lujurioso, con un grupo de pájaros volando encima y unos cuantos monedas dispersas en el suelo.","Mario est en train de chevaucher un Yoshi à travers une forêt luxuriante, avec un essaim d'oiseaux volant au-dessus et quelques pièces éparpillées par terre.","Mario fährt mit einem Yoshi durch einen dichten Wald, mit einem Schwarm Vögel, die über ihm fliegen, und ein paar Münzen liegen auf dem Boden.","Mario sta cavalcando un Yoshi attraverso una foresta rigogliosa, con un stormo di uccelli che volano sopra e pochi soldi sparsi per terra.","""Mário está cavalgando um Yoshi através de uma floresta luxuriante, com uma bandada de pássaros voando acima e alguns moedas espalhadas no chão.""",434
Mario's iconic red cap is worn at a rakish angle as he peers out from behind a stack of crates in a bustling warehouse.,La icónica gorra roja de Mario está puesta a un ángulo desgreñado mientras él mira desde detrás de una pila de cajas en un almacén bullicioso.,Le casque rouge emblématique de Mario est porté à un angle décontracté alors qu'il regarde de derrière un tas de caisses dans un entrepôt animé.,"Marios ikonischer roter Hut ist schräg auf dem Kopf getragen, während er aus dem Rücken eines Stapels Kisten in einem belebten Lager hervorblinckt.",Il famoso cappello rosso di Mario è indossato a un angolo spavaldo mentre guarda fuori da dietro un mucchio di casse in un magazzino affollato.,O icônico chapéu vermelho de Mario está desgarrado em um ângulo audacioso enquanto ele olha para fora por trás de uma pilha de caixotes em um armazém movimentado.,9195
"""A wide shot of Mario's house, surrounded by a lush garden and a winding path.""","""Una toma amplia de la casa de Mario, rodeada de un jardín exuberante y un sendero sinuoso.""","""Un plan large de la maison de Mario, entourée d'un jardin luxuriant et d'un sentier sinueux.""","Ein weites Bild von Marios Haus, umgeben von einem dichten Garten und einem windenden Pfad.","Un ampio piano sequenziale della casa di Mario, circondata da un giardino rigoglioso e da un sentiero sinuoso.","""Uma cena ampla da casa do Mario, cercada por um jardim verdejante e um caminho sinuoso.""",3257
Mario riding a Yoshi through a field of bright yellow flowers.,Mario montando a Yoshi a través de un campo de flores amarillas brillantes.,Mario chevauchant un Yoshi à travers un champ de fleurs jaunes éclatantes.,Mario reitet auf einem Yoshi durch ein Feld von hellen gelben Blumen.,Mario che cavalca un Yoshi attraverso un campo di fiori gialli brillanti.,Mario montando um Yoshi através de um campo de flores amarelas brilhantes.,8928
"""A serene Mario sits on a beach, his eyes closed, his peaceful expression a perfect match for the soothing sound of waves crashing against the shore.""","""Un sereno Mario se sienta en una playa, con los ojos cerrados, su expresión pacífica es un perfecto match para el sonido cálido de las olas que se estrellan contra la orilla.""","Mario paisible s'assoit sur une plage, les yeux fermés, son expression paisible fait parfaitement match avec le son apaisant des vagues qui éclatent contre la côte.","Ein ruhiger Mario sitzt auf einer Badeanstalt, seine Augen sind geschlossen, sein friedliches Gesicht passt perfekt zum beruhigenden Klang der Wellen, die gegen den Strand schlagen.","Un Mario sereno si siede sulla spiaggia, gli occhi chiusi, la sua espressione pacifica un perfetto abbinamento al suono rilassante delle onde che si infrangono sulla riva.","""Um Mario sereno senta-se na praia, os olhos fechados, a sua expressão pacífica é uma perfeita correspondência ao som acalmante das ondas quebrando na costa.""",6873
Mario jumps through a tunnel of colorful mushrooms in a vibrant fantasy landscape.,Mario salta a través de un túnel de setas de colores en un paisaje de fantasía vibrante.,Mario saute par un tunnel de champignons colorés dans un paysage de fantasy vif.,Mario springt durch einen Tunnel aus farbenfrohen Pilzen in einem lebhaften Fantasy-Landschaft.,Mario salta attraverso un tunnel di funghi colorati in un paesaggio fantastico vibrante.,O Mario pula por um túnel de cogumelos coloridos em um cenário de fantasia vibrante.,3611
"""Mario standing on the edge of a cliff, looking out at a vast desert with a few cacti and a hot air balloon in the distance.""","""Mario parado en el borde de un acantilado, mirando hacia un vasto desierto con unos pocos cactus y un globo aerostático a lo lejos.""","Mario debout à l'extrémité d'une falaise, regardant dans un vaste désert avec quelques cactus et un ballon à air chaud à l'horizon.","Mario steht am Rand eines Kliffs und schaut über eine weite Wüste hinweg, in der es einige Kakteen und in der Ferne einen Heißluftballon gibt.","Mario in piedi sull'orlo di una scogliera, guardando verso un vasto deserto con pochi cactus e un pallone da aria calda in lontananza.","""Mário de pé na beira de uma falésia, olhando para um vasto deserto com poucas cactáceas e um balão de ar quente ao longe.""",7359
"""A heroic Mario stands tall, his sword held high as he battles a fearsome dragon in a medieval castle.""","""Un héroe Mario se mantiene erguido, su espada en alto mientras lucha contra un temible dragón en un castillo medieval.""","Un héroïque Mario se tient debout, son épée brandie haut, tandis qu'il combat un redoutable dragon dans un château médiéval.","Ein heldenhafter Mario ragt in der Höhe, sein Schwert hoch erhoben, während er in einem mittelalterlichen Schloss einen furchtbaren Drachen kämpft.","Un eroico Mario si erge in tutta la sua altezza, la sua spada alta come l'arco del cielo mentre combatte un feroce drago in un castello medievale.","Um heróico Mario se ergue, sua espada erguida, enquanto batalha um temível dragão em um castelo medieval.",9654
Mario is reading a book in a cozy library filled with old leather-bound tomes and soft candlelight.,Mario está leyendo un libro en una biblioteca acogedora llena de tomos de cuero viejos y de suave luz de velas.,Mario lit un livre dans une bibliothèque accueillante remplie de volumes anciens reliés en cuir et d'une douce lumière de bougies.,"Mario liest ein Buch in einer gemütlichen Bibliothek, die mit alten, in Leder gebundenen Bänden und sanftem Kerzenlicht gefüllt ist.",Mario sta leggendo un libro in una biblioteca accogliente riempita di vecchi volumi in pelle e di soffusa luce di candela.,Mario está lendo um livro em uma biblioteca acolhedora cheia de tomos encadernados em couro antigo e luz de velas suave.,4557
"""Mario swimming through a school of fish, wearing a blue shirt and a red cap, with a few coins and seaweed in the background.""","""Mario nadando a través de un banco de peces, vistiendo una camisa azul y una gorra roja, con un par de monedas y algas en el fondo.""","""Mario nageant à travers une école de poissons, vêtu d'une chemise bleue et d'un chapeau rouge, avec quelques pièces et d'algues en arrière-plan.""","Mario schwimmt durch ein Schulzeichen von Fischen, trägt ein blaues Hemd und einen roten Hut, mit einigen Münzen und Algen im Hintergrund.","Mario che nuota attraverso una scuola di pesci, indossando una camicia azzurra e un cappello rosso, con alcune monete e alghe sullo sfondo.","""Mário nadando através de uma escola de peixes, vestindo uma camisa azul e um chapéu vermelho, com algumas moedas e algas no fundo.""",106
"""A close-up of Mario's blue overalls, with a red cap and a golden star accessory in the background.""","""Un close-up de los pantalones azules de Mario, con una gorra roja y un accesorio de estrella de oro en el fondo.""","""Un plan serré de la veste bleue de Mario, avec un chapeau rouge et un accessoire d'étoile dorée en arrière-plan.""","Ein genauer Blick auf Marios blaue Arbeitskleidung, mit einem roten Hut und einem goldenen Stern-Accessoire im Hintergrund.","Un primo piano degli overol blu di Mario, con un cappello rosso e un accessorio stella d'oro in primo piano.","""Uma imagem de close-up das calças azuis de Mario, com um chapéu vermelho e um acessório estrela de ouro no fundo.""",2615
"""Mario riding a blue shell-powered skateboard down a steep, winding road in a futuristic city.""",Mario montando un patinete impulsado por una concha azul por una carretera empinada y serpenteante en una ciudad futurista.,Mario en train de faire du skateboard propulsé par une coquille bleue sur une route sinueuse et pentue dans une ville futuriste.,"Mario fährt auf einer blauen Schneckenschlitten- Skateboard herunter eine steile, windende Straße in einer futuristischen Stadt.",Mario che guida un skateboard a propulsione di guscio blu lungo una strada ripida e sinuosa in una città futuristica.,"""Mário em uma prancha de skate azul alimentada por concha, descendo uma estrada íngreme e sinuosa em uma cidade futurista.""",6924
"""Mario riding a Yoshi, soaring through a cloudy sky.""","""Mario montando a Yoshi, volando a través de un cielo nublado.""","Mario chevauchant un Yoshi, planant dans un ciel nuageux.","Mario reitet auf einem Yoshi, durch eine wolkenverhangene Sky.","Mario a cavallo di un Yoshi, che vola attraverso un cielo nuvoloso.","""Mário montado em um Yoshi, voando por um céu nuvens.""",5574
A giant Mario mushroom grows in a small village surrounded by rolling hills and fluffy white clouds.,Un hongo gigante de Mario crece en un pequeño pueblo rodeado de colinas onduladas y nubes blancas y suaves.,Un champignon géant de Mario pousse dans un petit village entouré de collines ondulantes et de nuages blancs flous.,"Ein riesiger Mario-Pilz wächst in einem kleinen Dorf, umgeben von welligen Hügeln und weichen weißen Wolken.",Un funghetto gigante di Mario cresce in un piccolo villaggio circondato da colline ondulate e nuvole bianche soffici.,Um cogumelo de Mario gigante cresce em uma pequena aldeia rodeada por colinas onduladas e nuvens brancas e macias.,4552
"""A giant mushroom looms above Mario as he navigates through a field of tall, swaying grass.""",Un hongo gigante se cierne sobre Mario mientras navega a través de un campo de hierba alta y ondulante.,Un champignon géant surplombe Mario alors qu'il se déplace à travers un champ de grandes herbes ondulantes.,"Ein riesiger Pilz erhebt sich über Mario, während er durch ein Feld hoher, schwankender Grasbüschel navigiert.",Un fungo gigante si erge sopra Mario mentre egli si muove attraverso un campo di alta erba ondeggiante.,Um cogumelo gigante se ergue acima de Mario enquanto ele navega por um campo de gramas altas e balançantes.,2547
A Mario in a state of panic is shown frantically searching for a lost power-up in a dense forest.,Se muestra a Mario en un estado de pánico frantically buscando un poder-up perdido en un bosque denso.,"On voit Mario dans un état de panique, frénétiquement cherchant un power-up perdu dans une forêt dense.","Ein panischer Mario wird in einem dichten Wald gezeigt, während er wild um sich schreit, nach einem verlorenen Power-up zu suchen.","Mario, in uno stato di panico, viene mostrato mentre cerca freneticamente un potenziamento perduto in una foresta fitta.",Um Mario em estado de pânico é mostrado procurando freneticamente por um power-up perdido em uma floresta densa.,3527
"""Mario stands triumphantly amidst a shower of coins, his blue overalls shining and his red cap held aloft.""","Mario se alza triunfante en medio de una lluvia de monedas, sus overoles azules brillan y su gorra roja se mantiene en alto.","Mario se tient triomphalement au milieu d'une pluie de pièces, ses overalls bleus brillant et son chapeau rouge brandi en l'air.","Mario steht triumphierend mitten in einem Regen von Münzen, seine blauen Arbeitsanzüge glänzen und sein roter Hut wird erhoben.","Mario si erge trionfante in mezzo a una pioggia di monete, i suoi pantaloni blu brillano e il suo cappello rosso è sollevato in alto.","""Mário se ergue triunfante no meio de uma chuva de moedas, suas calças azuis brilhantes e seu chapéu vermelho erguido ao alto.""",5514
Mario's red cap and blue overalls are covered in sparkling fairy dust as he enters a magical forest.,El sombrero rojo de Mario y los pantalones azules están cubiertos de polvo de hadas brillante mientras entra a un bosque mágico.,Le chapeau rouge et les overalls bleus de Mario sont recouverts de poussière de fée scintillante lorsqu'il entre dans une forêt magique.,"Marios roter Hut und blaue Arbeitskleidung sind mit funkelndem Feenstaub bedeckt, als er in ein magisches Wald eintritt.",Il cappello rosso e gli overol blu di Mario sono ricoperti di polvere di stella scintillante mentre entra in un foresta magica.,O chapéu vermelho e as calças azuis de Mario estão cobertos de poeira de fada reluzente quando ele entra em uma floresta mágica.,1674
"""Mario running through a bright, sunlit city street filled with happy, dancing Toads.""",Mario corriendo por una calle iluminada y soleada de la ciudad llena de Toads felices bailando.,"Mario courtant à travers une large rue urbaine éclairée par le soleil, remplie de Toads heureux qui dansent.","Mario läuft durch eine helle, sonnengefüllte Stadtstraße, die mit glücklichen, tanzenden Toads gefüllt ist.",Mario corre attraverso una strada cittadina illuminata dal sole piena di Toads felici che danzano.,"Mario correndo por uma rua urbana iluminada pelo sol, repleta de Toads felizes, dançando.",1519
A Warp Pipe erupts from the ground as Mario leaps into it with a joyful whoop.,Una Pipe de Distorsión estalla desde el suelo mientras Mario salta hacia ella con un grito de alegría.,Une pipe Warp éclate du sol alors que Mario saute dedans avec un cri de joie.,"Ein Warp-Pfeiler bricht aus dem Boden heraus, während Mario in ihn springt und mit einem fröhlichen Juchzen aufspringt.",Una tubazione Warp esplode dal terreno mentre Mario salta dentro con un grido di gioia.,Uma tubulação Warp eclode do chão enquanto Mario salta para dentro dela com um grito de alegria.,6224
Mario and Luigi having a high-speed car chase through a desert highway.,Mario y Luigi tienen una persecución de alta velocidad en coche a través de una carretera de desierto.,Mario et Luigi se livrant à une poursuite en haute vitesse sur une route de désert.,Mario und Luigi haben eine heiße Verfolgungsjagd mit einem Hochgeschwindigkeitswagen über einer Wüstenstraße.,Mario e Luigi che si danno una caccia in macchina a alta velocità attraverso una strada desertica.,Mario e Luigi tendo uma perseguição de alta velocidade em uma pista de rodagem de deserto.,1584
A chaotic scene unfolds with Mario dodging Bullet Bills in mid-air.,Se despliega una escena caótica con Mario esquivando Bullet Bills en el aire.,Une scène chaotique se déroule avec Mario esquivant des Bullet Bills en plein air.,"Ein chaotisches Szenario entfaltet sich, während Mario in der Luft Bullet Bills ausweicht.",Si svolge una scena caotica con Mario che si svincola dai Bullet Bills in volo.,Uma cena caótica desenrola-se com Mario evitando Bullet Bills no ar.,5881
"""Mario stands confidently with his arms crossed, gazing out at the Mushroom Kingdom.""","""Mario se para con confianza con los brazos cruzados, mirando hacia el Reino de los Hongos.""","Mario se tient avec confiance, les bras croisés, et regarde vers le Royaume des Champignons.","Mario steht selbstbewusst mit den Armen übers Kreuz, schaut hinaus in das Pilzkönigreich.","Mario si tiene in posizione sicura con le braccia incrociate, guardando fuori nel Regno dei Funghi.","""Mário se mantém confiante com os braços cruzados, olhando para fora do Reino Fungo.""",5635
"""A close-up of Mario's mustache is illuminated by a single, flickering candle in a dark, mysterious cave.""","""Un close-up de la barba de Mario está iluminado por una sola vela que chispea en una cueva oscura y misteriosa.""","""Un plan serré de la moustache de Mario est éclairé par une seule chandelle qui clignote dans une grotte sombre et mystérieuse.""","Ein Nahansicht von Marios Schnurrbart wird von einem einzelnen, flackernden Kerzenlicht in einer dunklen, rätselhaften Höhle beleuchtet.",Un primo piano della barba di Mario è illuminato da una sola candela che fiammeggia in una caverna buia e misteriosa.,"""Uma imagem de close-up da barba de Mario é iluminada por uma única vela que chama, em uma caverna escura e misteriosa.""",9891
"""Mario jumping over a Goomba in a deserted, ruined castle with a broken bridge.""","""Mario saltando sobre un Goomba en un castillo desierto y ruinado con un puente roto.""",Mario sauteant par-dessus un Goomba dans un château déserté et ruiné avec un pont brisé.,"Mario springt über einen Goomba in einem verlassenen, ruinierten Schloss mit einem gebrochenen Brücke.",Mario che salta su un Goomba in un castello deserto e in rovina con un ponte rotto.,O Mario pulando sobre um Goomba em um castelo desertado e destruído com uma ponte quebrada.,4333
"""A playful, cartoonish Mario is shown with a mischievous grin, surrounded by colorful, swirling clouds.""","Un Mario juguetón y de caricatura se muestra con una sonrisa traviesa, rodeado de nubes coloridas y en espiral.","Un Mario cartoonesque et joueur est montré avec un sourire malicieux, entouré de nuages colorés et tourbillonnants.","Ein spielerischer, cartoonartiger Mario wird mit einem frechen Grinsen gezeigt, umgeben von farbenfrohen, sich drehenden Wolken.","Un Mario giocoso e cartoonesco è mostrato con un sorriso malizioso, circondato da nuvole colorate e vorticosi.","Um Mario brincalhão e cartunês é mostrado com um sorriso malandro, cercado por nuvens coloridas e giratórias.",711
Mario's red hat and blue overalls are reflected in a shiny surface as he walks past.,El sombrero rojo de Mario y su pantalón azul están reflejados en una superficie brillante mientras camina detrás de él.,Le chapeau rouge et les overalls bleus de Mario sont reflétés sur une surface lisse tandis qu'il passe.,"Marios roter Hut und blaue Arbeitskleidung werden in einer glänzenden Oberfläche als er vorbeigeht, widergespiegelt.",Il cappello rosso e gli overol blu di Mario sono riflesso in una superficie lucida mentre cammina oltre.,O chapéu vermelho e as calças azuis de Mario são refletidos em uma superfície brilhante enquanto ele passa.,7527
"""Mario standing in front of a Warp Pipe, holding a red mushroom and a blue shell.""","Mario parado enfrente de una tubería de giro, sosteniendo una seta roja y una concha azul.","Mario debout devant un Tuyau Warp, tenant un champignon rouge et une coquille bleue.","Mario steht vor einem Warp-Loch, hält ein rotes Pilz und eine blaue Schale.","Mario in piedi davanti a una Pipe Warp, stringendo un funghetto rosso e una conchiglia blu.","""Mário parado em frente a uma Pia de Guerra, segurando um cogumelo vermelho e uma concha azul.""",8785
"""In a bustling marketplace, Mario is seen haggling with a vendor, his red cap and blue overalls a familiar sight.""","En un mercado animado, Mario se ve regateando con un vendedor, su gorra roja y overol azul un espectáculo familiar.","Dans un marché animé, Mario est vu négocier avec un vendeur, son chapeau rouge et ses overalls bleus une vue familière.","Auf einem belebten Markt wird Mario gesehen, wie er mit einem Händler verhandelt, sein roter Hut und sein blaues Overall ein vertrautes Bild.","""In un mercato affollato, Mario viene visto negoziare con un venditore, il suo cappello rosso e gli overol blu un'immagine familiare.""","Em um mercado movimentado, Mario é visto nego-ciando com um vendedor, seu chapéu vermelho e calças azuis um cenário familiar.",2045
"""Mario using a mushroom power-up to grow bigger in a vibrant, colorful landscape.""","""Mario usa un poder de seta para crecer más grande en un paisaje vibrante y colorido.""","""Mario utilisant un pouvoir champignon pour grandir plus gros dans un paysage vivant et coloré.""","Mario nutzt eine Pilz-Boost-Fähigkeit, um größer zu werden, in einer lebhaften, farbenfrohen Landschaft.",Mario utilizza un potenziamento fungo per crescere di dimensioni in un paesaggio vivace e colorato.,"""Mário usando um power-up de cogumelo para crescer mais em um cenário vibrante e colorido.""",6201
