Original,Spanish,French,German,Italian,Portuguese,Index
"Snoopy in a elegant evening gown and a tiara, standing on a red carpet.","Snoopy con un vestido de noche elegante y una diadema, parado en un alfombra roja.","Snoopy vêtu d'un élégant décolleté de soirée et d'une couronne, debout sur un tapis rouge.","Snoopy in einem eleganten Abendkleid und einem Diadem, steht auf einem roten Teppich.","Snoopy indossa un abito da sera elegante e una tiara, in piedi su un tappeto rosso.","Snoopy vestido em um elegante vestido de noite e uma tiara, em pé em um tapete vermelho.",6912
"Snoopy in a sports jersey, playing basketball with his friends in a school gym.","Snoopy vestido con una camiseta deportiva, jugando baloncesto con sus amigos en un gimnasio escolar.","Snoopy portant un maillot de sport, jouant au basket avec ses amis dans une salle de sport d'école.","Snoopy in einem Sporttrikot, Basketball mit seinen Freunden im Schulsporthalle spielt.",Snoopy indossa una maglietta da sport e gioca a pallacanestro con i suoi amici in un'aula di scuola.,"Snoopy vestindo uma camiseta de esportes, jogando basquete com seus amigos em uma quadra de ginásio escolar.",520
Snoopy playing a guitar in a small music studio with soft white light illuminating the instrument and a few scattered music sheets on the floor.,Snoopy tocando la guitarra en un pequeño estudio de música con una luz blanca suave iluminando el instrumento y unos pocos papeles de música esparcidos en el suelo.,Snoopy jouant de la guitare dans un petit studio de musique avec une lumière blanche douce qui éclaire l'instrument et quelques feuilles de musique éparpillées sur le sol.,"Snoopy spielt eine Gitarre in einem kleinen Musikstudio mit sanftem weißem Licht, das das Instrument beleuchtet, und ein paar verstreut herumliegende Musikblätter auf dem Boden.",Snoopy che suona la chitarra in uno studio di musica piccolo con una luce bianca morbida che illumina lo strumento e alcune foglie di musica sparse per terra.,Snoopy tocando um violão em um pequeno estúdio de música com uma luz branca suave iluminando o instrumento e alguns papéis de música espalhados pelo chão.,488
"Snoopy's Joe Cool persona lounging on a beach towel, wearing sunglasses.","La personalidad de Joe Cool de Snoopy relajándose sobre una toalla de playa, vestido con gafas de sol.","Le personnage Joe Cool de Snoopy s'allonge sur un serviette de plage, portant des lunettes de soleil.","Snoopy als Joe Cool, der sich auf einem Strandtuch ausstreckt, mit Sonnenbrille.","La personalità di Joe Cool di Snoopy rilassata su un asciugamano da spiaggia, indossa occhiali da sole.","A personagem Joe Cool do Snoopy relaxando em uma toalha de praia, usando óculos de sol.",1535
Snoopy running through a snowy forest with the snowflakes swirling around him and a bright blue sky above.,Snoopy corriendo a través de un bosque nevado con las gotas de nieve girando alrededor de él y un cielo azul brillante encima.,Snoopy courant à travers une forêt enneigée avec des flocons de neige qui tournoient autour de lui et un ciel bleu éclatant au-dessus.,Snoopy rennt durch einen schneeverwehten Wald mit sich im Kreis schwirrenden Schneeflocken und einem strahlend blauen Himmel über ihm.,Snoopy che corre attraverso una foresta innevata con le nevi che si scagliano intorno a lui e un cielo azzurro chiaro sopra di lui.,O Snoopy correndo por uma floresta nevada com as flores de neve girando em torno dele e um céu azul radiante acima.,3582
Snoopy standing on a rocky cliff overlooking a serene ocean at sunset.,Snoopy parado en una roca empinada mirando hacia un oceáno sereno al atardecer.,Snoopy debout sur une falaise rocheuse dominant une mer calme à l'heure du coucher du soleil.,Snoopy steht auf einem felsigen Kliff und blickt über eine stille Meeresbucht bei Sonnenuntergang.,Snoopy in piedi su un dirupo roccioso che si affaccia su un oceano sereno al tramonto.,O Snoopy em pé sobre uma rocha à beira de um oceano calmo ao pôr do sol.,885
"Snoopy is crouched low to the ground, his ears perked up and his eyes fixed intently on a hidden, secret passageway.","Snoopy se encuentra agachado en el suelo, sus orejas erguidas y sus ojos fijos intensamente en un pasadizo secreto y escondido.","Snoopy est accroupi bas sur le sol, ses oreilles dressées et ses yeux fixés avec intensité sur un passage secret caché.","Snoopy hockt sich tief in den Boden, seine Ohren sind aufgerichtet und seine Augen sind intensiv auf einen versteckten, geheimen Gang gerichtet.","Snoopy si accovaccia basso a terra, le orecchie perigliate e gli occhi fissi intensamente su un passaggio segreto nascosto.","O Snoopy está agachado no chão, suas orelhas erguidas e seus olhos fixos intensamente em uma passagem secreta escondida.",8279
"Snoopy as a pirate, sailing on a ship through stormy seas.","Snoopy como un pirata, navegando en un barco a través de mares tormentosos.","Snoopy en pirate, naviguant sur un navire à travers des mers orageuses.","Snoopy als Pirat, der auf einem Schiff durch stürmische Meere segelt.","Snoopy vestito da pirata, che naviga su una nave attraverso mari tempestosi.","Snoopy como um pirata, navegando em um navio através de mares tempestuosos.",9863
"Snoopy standing on a green hill, surrounded by wildflowers, with a red scarf flowing behind him.","Snoopy de pie en una colina verde, rodeado de flores silvestres, con un pañuelo rojo flotando detrás de él.","Snoopy debout sur une colline verte, entouré de fleurs sauvages, avec un foulard rouge qui flotte derrière lui.","Snoopy steht auf einem grünen Hügel, umgeben von Wildblumen, mit einem roten Schal, der hinter ihm fliegt.","Snoopy in piedi su una collina verde, circondato da fiori selvatici, con uno sciarpa rossa che gli fluisce dietro.","Snoopy parado em uma colina verde, cercado por flores silvestres, com um lenço vermelho flutuando atrás dele.",434
Snoopy running through a field of bright yellow wildflowers on a sunny day with a joyful expression.,Snoopy corriendo por un campo de flores amarillas salvajes en un día soleado con una expresión de alegría.,Snoopy courant dans un champ de fleurs jaunes vives ensoleillé d'une journée ensoleillée avec un expression joyeuse.,Snoopy läuft durch ein Feld von hellgelben Wildblumen an einem sonnigen Tag mit einem fröhlichen Gesichtsausdruck.,Snoopy che corre attraverso un campo di fiori gialli brillanti in un giorno soleggiato con un'espressione gioiosa.,O Snoopy correndo por um campo de flores amarelas selvagens em um dia ensolarado com uma expressão alegre.,9195
"Snoopy wearing a lab coat and goggles, conducting an experiment under a bright laboratory light.","Snoopy vestido con un delantal de laboratorio y gafas de seguridad, llevando a cabo un experimento bajo una luz de laboratorio brillante.","Snoopy portant un blouson de laboratoire et des lunettes de protection, menant une expérience sous une lumière de laboratoire brillante.","Snoopy in einem Labormantel und Schutzbrille, unter einer hellen Laborbeleuchtung ein Experiment durchführt.","Snoopy indossa una camicia da laboratorio e occhiali di protezione, condotta un esperimento sotto una luce di laboratorio molto intensa.","O Snoopy vestindo uma bata de laboratório e óculos de proteção, conduzindo um experimento sob uma luz de laboratório brilhante.",3257
"Snoopy's face, his eyes filled with a deep sense of sadness, as he says goodbye to a loved one.","La cara de Snoopy, sus ojos llenos de un profundo sentimiento de tristeza, al decir adiós a una persona querida.","Le visage de Snoopy, ses yeux remplis d'une profonde tristesse, tandis qu'il dit adieu à une personne aimée.","Snoopy's Gesicht, seine Augen erfüllt mit einem tiefen Gefühl der Traurigkeit, als er Abschied von einem geliebten nimmt.","Il volto di Snoopy, i suoi occhi pieni di un profondo senso di tristezza, mentre dice addio a una persona amata.","O rosto do Snoopy, seus olhos cheios de um profundo sentimento de tristeza, enquanto ele diz adeus a um ser amado.",8928
"Snoopy's face bathed in the soft, blue light of a summer evening as he watches the sunset.",La cara de Snoopy bañada en la suave luz azul de una tarde de verano mientras ve el atardecer.,"Le visage de Snoopy baigne dans la douce, bleue lumière d'une soirée d'été tandis qu'il regarde se coucher le soleil.","Snoopy's Gesicht badet in der weichen, blauen Beleuchtung eines Sommerabends, während er die Sonnenuntergang beobachtet.","Il viso di Snoopy è bagnato dalla luce soffice, azzurra di una sera estiva mentre guarda tramontare il sole.","O rosto de Snoopy banhado pela luz suave, azul de uma noite de verão enquanto ele assiste ao pôr do sol.",6873
"Snoopy in a medieval knight's armor, standing in a misty forest at dawn.","Snoopy con armadura de caballero medieval, de pie en un bosque brumoso al amanecer.","Snoopy vêtu d'armure de chevalier médiéval, debout dans une forêt brumeuse à l'aube.","Snoopy in einem mittelalterlichen Ritterpanzer, steht in einem nebeligen Wald bei Tagesanbruch.","Snoopy in armatura di cavaliere medievale, in piedi in una foresta nebbiosa all'alba.","Snoopy usando armadura de cavaleiro medieval, de pé em uma floresta nebulosa ao amanhecer.",3611
"Snoopy sits at a desk, wearing a miniature pair of glasses and a thinking expression, surrounded by books and papers.","Snoopy se sienta en una mesa, llevando un par de gafas de miniatura y una expresión pensativa, rodeado de libros y papeles.","Snoopy est assis à un bureau, portant des lunettes miniatures et une expression réfléchie, entouré de livres et de papiers.","Snoopy sitzt an einem Schreibtisch, trägt eine Miniaturbrille und einen nachdenklichen Ausdruck, umgeben von Büchern und Papieren.","Snoopy si siede a un tavolo, indossando una paio di occhiali da vista miniaturizzati e un'espressione pensierosa, circondato da libri e fogli.","Snoopy senta-se à uma mesa, vestindo um par de óculos miniatura e uma expressão pensativa, cercado por livros e papéis.",7359
"Snoopy as a futuristic robot, standing in a neon-lit cityscape at night.","Snoopy como un robot futurista, parado en un paisaje urbano iluminado con neón en la noche.","Snoopy en tant que robot futuriste, debout dans un paysage urbain aux néons la nuit.","Snoopy als futuristischer Roboter, der in einer neon beleuchteten Stadtlandschaft in der Nacht steht.","Snoopy come un robot futuristico, in piedi in un paesaggio urbano illuminato a neon durante la notte.","Snoopy como um robô futurista, parado em um cenário urbano iluminado a néon à noite.",9654
"Snoopy in a superhero cape, flying over a city skyline.","Snoopy con una capa de superhéroe, volando sobre la silueta de una ciudad.","Snoopy vêtu d'un manteau de superhéros, volant au-dessus d'un paysage urbain en arrière-plan.","Snoopy in einem Superheldencape, über einer Stadtlandschaft fliegend.","Snoopy con una cappa da supereroe, in volo sopra un skyline urbano.","Snoopy com uma capa de super-herói, voando sobre um céu de cidade.",4557
Snoopy's face contorts in a comically exaggerated look of concentration as he tries to solve a puzzle.,La cara de Snoopy se contorsiona en una expresión cómicamente exagerada de concentración mientras intenta resolver un rompecabezas.,Le visage de Snoopy se déforme en un regard comique et exagéré de concentration tandis qu'il tente de résoudre un puzzle.,"Snoopy's Gesicht verzieht sich in einem komisch übertriebenen Ausdruck der Konzentration, während er versucht, ein Rätsel zu lösen.",Il viso di Snoopy si contorce in un'espressione comica e esagerata di concentrazione mentre cerca di risolvere un puzzle.,O rosto do Snoopy distorce-se em uma expressão exageradamente cômica de concentração enquanto ele tenta resolver um quebra-cabeça.,106
Snoopy perched on a weathered wooden fence post surrounded by a field of golden wheat.,Snoopy se sentó en una valla de madera desgastada rodeada de un campo de trigo dorado.,Snoopy était perché sur un poteau de clôture en bois usé entouré d'un champ de blé doré.,"Snoopy thronte auf einem verwitterten Holzpfeiler, der von einem Feld mit goldenem Weizen umgeben war.","Snoopy si trovava in cima a un palo di un vecchio recinto in legno, circondato da un campo di grano dorato.",Snoopy sentado em uma estaca de madeira enferrujada cercada por um campo de trigo dourado.,2615
"Snoopy is standing in a snow-covered forest, wearing a red scarf and holding a pair of skis.","Snoopy se encuentra de pie en un bosque cubierto de nieve, vistiendo un pañuelo rojo y sosteniendo un par de esquís.","Snoopy se tient debout dans une forêt recouverte de neige, portant un foulard rouge et tenant un pair de skis.","Snoopy steht in einem schneebedeckten Wald, trägt ein rotes Schal und hält ein Paar Skier in der Hand.","Snoopy si trova in una foresta coperta di neve, indossa uno sciarpa rosso e tiene una paio di sci.","Snoopy está parado em uma floresta coberta de neve, usando um cachecol vermelho e segurando um par de esquis.",6924
"Snoopy standing in front of a large, old-fashioned clock, with the light of a single candle casting long shadows.","Snoopy de pie frente a un gran reloj antiguo, con la luz de una sola vela proyectando largas sombras.","Snoopy debout devant une grande horloge ancienne, avec la lumière d'une seule chandelle projetant de longues ombres.","Snoopy steht vor einem großen, alten Uhrwerk, mit dem Licht einer einzelnen Kerze, die lange Schatten wirft.","Snoopy in piedi davanti a un grande orologio vecchio stile, con la luce di una sola candela che proietta lunghe ombre.","O Snoopy em pé diante de um grande relógio antigo, com a luz de uma única vela projetando longas sombras.",5574
"Snoopy's fur ruffles in the wind as he stands on a windswept, rocky cliffside.",El pelaje de Snoopy se riza al viento mientras se mantiene de pie en una empinada y rocosa costa azotada por el viento.,La fourrure de Snoopy se ride au vent tandis qu'il se tient debout sur un précipice rocheux battu par les vents.,"Snoopy's Fell rütlt im Wind, während er auf einem windgepeitschten, felsigen Klippenrand steht.",La pelliccia di Snoopy si arruffa al vento mentre si trova in piedi su una scoscesa e rocciosa scogliera esposta al vento.,A pelagem do Snoopy rufia ao vento enquanto ele se encontra em uma plataforma rochosa exposta ao vento.,4552
"A colossal, gleaming Snoopy standing in front of a gleaming, chrome-plated skyscraper.",Un Snoopy colosal y brillante parado frente a un rascacielos de acero inoxidable brillante y reluciente.,"Un colosseal, éclatant Snoopy debout devant un gratte-ciel chromé, éclatant.","Ein kolossaler, glänzender Snoopy steht vor einem glänzenden, chromplatinen Wolkenkratzer.","Un Snoopy gigante, lucente, in piedi davanti a un grattacielo lucido e verniciato di cromo.","Uma colossal, brilhante Snoopy parado em frente a um arranha-céu brilhante, chapado a cromo.",2547
"A giant Snoopy in a superhero cape, saving a miniature city from a toy robot.","Un Snoopy gigante con una capa de superhéroe, salvando una ciudad en miniatura de un robot juguete.","Un géant Snoopy portant un manteau de super-héros, sauvant une petite ville miniaturisée d'un robot jouet.","Ein riesiger Snoopy in einem Superheldencape, rettet eine Miniaturstadt vor einem Spielzeugroboter.","Un gigante Snoopy con un cappio da supereroe, salva una città miniatura da un robot giocattolo.","Um Snoopy gigante com uma capa de super-herói, salvando uma cidadezinha de brinquedo de um robô de brinquedo.",3527
"Snoopy lying on a pile of vintage books in a cluttered, dimly lit library.",Snoopy acostado sobre una pila de libros de segunda mano en una biblioteca desordenada y con poca luz.,Snoopy allongé sur un tas de livres anciens dans une bibliothèque encombrée et mal éclairée.,"Snoopy liegt auf einem Haufen antiker Bücher in einem überfüllten, dämmerig beleuchteten Bibliothek.",Snoopy sdraiato su una pila di libri usati in una biblioteca affollata e a luce fioca.,Snoopy deitado sobre uma pilha de livros vintage em uma biblioteca apinhada e mal iluminada.,5514
"Snoopy sitting in a cozy reading nook, surrounded by books and a warm lamp, looking snug and comfortable.","Snoopy sentado en un rincón de lectura acogedor, rodeado de libros y una lampara cálida, mirando cómodo y acurrucado.","Snoopy assis dans un coin de lecture accueillant, entouré de livres et d'une lampe chaude, regardant l'air enroulé et confortable.","Snoopy sitzt in einem gemütlichen Lesenwinkel, umgeben von Büchern und einem warmen Lampenlicht, sieht aus, als wäre er sich sehr wohl und bequem.","Snoopy seduto in un angolo di lettura accogliente, circondato da libri e da una lampada calda, che sembra a suo agio e rilassato.","Snoopy sentado em um canto acolhedor de leitura, cercado por livros e uma lâmpada aconchegante, olhando aconchegado e confortável.",1674
"A Snoopy wearing a pair of roller skates, gliding through a city park.","Un Snoopy con patines de ruedas, deslizándose por un parque urbano.","Un Snoopy portant un jeu de patins à roulettes, glissant dans un parc urbain.","Ein Snoopy mit Rollschuhen, der sich durch einen Stadtpark gleitet.","Un Snoopy con delle pattine a ruote, che si muove con facilità attraverso un parco cittadino.","Um Snoopy vestindo um par de patins de rola, deslizando por um parque da cidade.",1519
"Snoopy with a chef's hat and apron, holding a wooden spoon.","Snoopy con un sombrero de chef y delantal, sosteniendo una cuchara de madera.","Snoopy portant un chapeau de chef et un tablier, tenant une cuillère en bois.","Snoopy mit einem Chef-Hut und einer Schürze, in der Hand einen Holzlöffel.","Snoopy con un cappello da cuoco e un grembiule, che tiene una cucchiaia di legno.","Snoopy com um chapéu de cozinheiro e um avental, segurando uma colher de pau.",6224
"Snoopy riding a skateboard down a steep, winding hill in the city.",Snoopy montando un patín sobre ruedas cuesta abajo por una pendiente empinada y sinuosas en la ciudad.,Snoopy en train de faire du skateboard sur une pente raide et sinueuse dans la ville.,"Snoopy fährt mit einem Skateboard einen steilen, windenden Hügel in der Stadt hinunter.",Snoopy che cavalca uno skateboard giù per una ripida e tortuosa collina in città.,O Snoopy em uma prancha de skateboard deslizando em uma colina íngreme e sinuosa da cidade.,1584
Snoopy's eyes widen in surprise as he discovers a hidden treasure in his backyard.,Los ojos de Snoopy se abren de par en par de sorpresa cuando descubre un tesoro escondido en su jardín trasero.,Les yeux de Snoopy s'élargissent de surprise lorsqu'il découvre un trésor caché dans son jardin.,"Snoopy's Augen weiten sich in Überraschung, als er ein verborgenes Schatz in seinem Hinterhof entdeckt.",Gli occhi di Snoopy si allargano in sorpresa quando scopre un tesoro nascosto nel suo giardino dietro casa.,Os olhos de Snoopy se arregalam de surpresa ao descobrir um tesouro escondido em seu quintal.,5881
"Snoopy curls up in a tiny, wooden boat, drifting gently across a serene, moonlit lake.","Snoopy se acurruca en una pequeña barca de madera, flotando suavemente a través de un lago sereno, iluminado por la luz de la luna.","Snoopy se faufile dans une petite barque en bois, qui glisse doucement à travers un lac paisible, éclairé par la lune.","Snoopy kuschelt sich in einem kleinen, holzernen Boot, treibt sanft über eine friedliche, von der Mondlicht beschienene See.","Snoopy si raggomitola in una piccola barca di legno, che galleggia dolcemente su un lago sereno, illuminato dalla luce della luna.","Snoopy enrola-se em uma pequena, balsa de madeira, flutuando suavemente sobre um lago sereno, iluminado pela luz da lua.",5635
A Snoopy figurine perched on a shelf in a cozy attic lit by warm candlelight.,Una figurita de Snoopy se encontraba apoyada en una estantería en un atico acogedor iluminado por la suave luz de las velas candelas.,Une figurine de Snoopy était posée sur une étagère dans une mansarde accueillante éclairée par la douce lumière des bougies.,"Eine Snoopy-Figur thronte auf einem Regal in einem gemütlichen Dachboden, der von warmem Kerzenlicht erhellt wurde.",Una figurina di Snoopy era appoggiata su uno scaffale in un attico accogliente illuminato dalla luce calda di candele.,Uma figurinha de Snoopy encostada em uma prateleira em um ateliê acolhedor iluminado por luzes de velas cálidas.,9891
A happy beagle in a red sweater playing fetch with a golden retriever on a sunny beach.,Un beagle feliz con un suéter rojo jugando fetch con un retriever dorado en una playa soleada.,Un beagle heureux portant un pull rouge jouant au pêcheur avec un retriever d'or sur une plage ensoleillée.,Ein glücklicher Beagle in einem roten Pullover spielt Fangen mit einem goldenen Retriever auf einer sonnigen Strand.,Un beagle felice con un maglione rosso che gioca a recuperare con un golden retriever su una spiaggia soleggiata.,Um beagle feliz em uma camiseta vermelha brincando de buscar com um golden retriever em uma praia ensolarada.,4333
"Snoopy as a Renaissance artist, holding a paintbrush and standing in front of a half-finished masterpiece.","Snoopy como un artista renacentista, sosteniendo un pincel y parado frente a una obra maestra a medio terminar.","Snoopy en tant que peintre de la Renaissance, tenant un pinceau et se tenant devant un chef-d'œuvre en cours de réalisation.","Snoopy als Renaissance-Künstler, mit Pinsel in der Hand und vor einem halbfertigen Meisterwerk stehend.","Snoopy come artista del Rinascimento, che tiene un pennello e si trova di fronte a un capolavoro incompiuto.","O Snoopy como um artista renascentista, segurando um pincel e parado em frente a uma obra-prima inacabada.",711
"A close-up of Snoopy's face, his eyes shining with mischief as he plots his next wild adventure.","Una imagen en primer plano de la cara de Snoopy, sus ojos brillando con astucia mientras trama su próxima aventura salvaje.","Un plan large de la face de Snoopy, ses yeux brillant de malice tandis qu'il concocte son prochain aventure sauvage.","Ein enges Portrait von Snoopy's Gesicht, seine Augen funkeln mit Spitzfindigkeit, während er seinen nächsten wilden Abenteuer plant.","Un primo piano del viso di Snoopy, i suoi occhi che brillano di astuzia mentre progetta la sua prossima avventura selvaggia.","Uma close-up do rosto do Snoopy, seus olhos brilhando com malícia enquanto ele planeja sua próxima aventura selvagem.",7527
"Snoopy curls up in a ball, his paws wrapped around a loved one, affectionate.","Snoopy se encoge en una bola, sus patas envueltas alrededor de un ser querido, cariñoso.","Snoopy se roule en boule, ses pattes entourant une personne aimée, affectueux.","Snoopy windet sich zu einer Kugel zusammen, seine Pfoten umschließen ein geliebtes Wesen, zärtlich.","Snoopy si raggomitola a palla, le zampe avvolte intorno a una persona amata, affettuoso.","Snoopy enrola-se em uma bola, suas patas embrulhadas em alguém amado, afetuoso.",8785
"Snoopy standing on a cliff, looking out at a breathtaking sunset.","Snoopy parado en una cima, mirando hacia un atardecer impresionante.","Snoopy debout sur un précipice, regardant la vue sur un coucher de soleil à couper le souffle.",Snoopy steht auf einem Felsen und blickt auf einen atemberaubenden Sonnenuntergang.,"Snoopy in piedi su una scogliera, guarda un tramonto mozzafiato.","Snoopy parado em uma encosta, olhando para um pôr do sol deslumbrante.",205
"Snoopy as a circus acrobat, balancing on a tightrope.","Snoopy como un acróbata de circo, equilibrándose en una cuerda floja.","Snoopy en tant que acrobate de cirque, équilibrant sur un funambule.","Snoopy als Zirkusakrobat, auf einem Seilspringbrunnen balancierend.","Snoopy come acrobata del circo, in equilibrio su una fune tesa.","Snoopy como um acrobata de circo, equilibrando-se em uma corda floreta.",6201
Snoopy playing a trombone in a jazz band with a lively audience.,Snoopy tocando la trompeta en una banda de jazz con un público animado.,Snoopy jouant du trombone dans une bande de jazz avec un public animé.,Snoopy spielt Trompete in einem Jazzband vor einem lebhaften Publikum.,Snoopy che suona il trombone in una band di jazz con un pubblico vivace.,Snoopy tocando trombone em uma banda de jazz com uma plateia animada.,1291
Snoopy's excited yelp is highlighted by the bright flash of a camera in a lively outdoor scene.,El alegre grito de Snoopy es destacado por la brillantez de una cámara en un escenario al aire libre animado.,Le cri enthousiaste de Snoopy est mis en valeur par l'éclatant éclat d'une caméra dans une scène en plein air animée.,Snoopy's aufgeregtes Winseln wird durch den hellen Blitz einer Kamera in einer lebhaften Außenkulisse hervorgehoben.,Il felice latrato di Snoopy è evidenziato dal brillante scatto di una macchina fotografica in una vivace scena all'aperto.,O alegre berro de Snoopy é destacado pela brilhante faísca de uma câmera em uma cena ao ar livre animada.,9044
"Snoopy's fur stands on end as he growls playfully at a squirrel perched on a branch of a tall, ancient tree, dappled with warm sunlight.","El pelaje de Snoopy se pone de punta como gruñe juguetonamente a una ardilla sentada en una rama de un árbol alto y antiguo, moteado con luz solar cálida.","La fourrure de Snoopy se hérisse tandis qu'il grogne de manière amusante à un écureuil perché sur une branche d'un arbre imposant et ancien, ombragé de chaud soleil.","Snoopy's Fell steht auf, während er spielerisch knurrt, als er einen Eichhörnchen beobachtet, das auf einem Ast eines alten, imposanten Baumes sitzt, der von warmem Sonnenlicht beschattet ist.","La pelliccia di Snoopy si rizzò all'indietro mentre ringhiava giocando verso uno scoiattolo che si trovava appollaiato su un ramo di un albero antico e imponente, arieggiato dal caldo sole del pomeriggio.","O pelo de Snoopy fica de pé enquanto ele grunhe de brincadeira em um esquilo sentado em uma rama de uma árvore alta e antiga, dappleada com luz solar quente.",4803
"Snoopy wearing a chef's hat, surrounded by mixing bowls and baking utensils.","Snoopy con una gorra de chef, rodeado de tazones para mezclar y utensilios de repostería.","Snoopy portant un chapeau de chef, entouré de bols à mélanger et d'ustensiles de pâtisserie.","Snoopy trägt eine Chefmütze, umgeben von Mischbowl und Backzubehör.","Snoopy indossa un cappello da chef, circondato da ciotole per mescolare e utensili da forno.","O Snoopy usando um chapéu de cozinheiro, cercado por tigelas de misturar e utensílios de padaria.",5925
