Original,Spanish,French,German,Italian,Portuguese,Index
"""SpongeBob and Squidward walking through a dense, misty forest in Bikini Bottom.""","""SpongeBob y Squidward caminando a través de un bosque denso y brumoso en Bikini Bottom.""","""SpongeBob et Squidward marchant à travers une forêt dense et brumeuse de Bikini Bottom.""","""SpongeBob und Squidward gehen durch einen dichten, nebligen Wald in Bikini Bottom.""","""SpongeBob e Squidward camminano attraverso una foresta densa e nebbiosa a Bikini Bottom.""","""SpongeBob e Squidward caminhando por uma floresta densa e nebulosa em Bikini Bottom.""",9863
"""SpongeBob sitting at a desk, surrounded by books and papers, with a look of determination on his face.""","""SpongeBob sentado a una mesa, rodeado de libros y papeles, con una mirada de determinación en su rostro.""","SpongeBob assis à un bureau, entouré de livres et de papiers, avec un regard déterminé sur son visage.","SpongeBob sitzt an einem Schreibtisch, umgeben von Büchern und Papieren, mit einem Ausdruck von Entschlossenheit auf seinem Gesicht.","""SpongeBob seduto a un tavolo, circondato da libri e carte, con un'espressione di determinazione sul volto.""","""SpongeBob sentado à uma mesa, cercado por livros e papéis, com um olhar de determinação no rosto.""",434
SpongeBob excitedly riding a unicycle along the sidewalk of Bikini Bottom.,SpongeBob monta emocionado en un unicycle por el acera de Bikini Bottom.,SpongeBob monte avec enthousiasme sur un vélo d'équilibre le long du trottoir de Bikini Bottom.,SpongeBob springt aufgeregt mit einem Einrad entlang der Gehsteig von Bikini Bottom.,SpongeBob si sposta con entusiasmo su un monociclo lungo il marciapiede di Bikini Bottom.,O SpongeBob monta emocionado em uma bicicleta de um só rolo ao longo do calçadão de Bikini Bottom.,9195
SpongeBob standing in front of a vibrant jellyfish field at sunset.,SpongeBob de pie frente a un campo de medusas vibrantes al atardecer.,SpongeBob se tenant devant un champ de méduses vives au coucher du soleil.,SpongeBob steht vor einem farbenfrohen Quallenfeld am Sonnenuntergang.,SpongeBob in piedi davanti a un campo di meduse vibranti al tramonto.,SpongeBob parado em frente a um campo de jellyfish vibrante ao entardecer.,3257
"""SpongeBob and Mrs. Puff sitting on a picturesque pier, watching the sunset over the calm waters of the ocean.""","""SpongeBob y la Sra. Puff sentados en un muelle pintoresco, observando el atardecer sobre las aguas tranquilas del océano.""","SpongeBob et Mme Puff assis sur un quai pittoresque, regardant le coucher du soleil sur les eaux calmes de l'océan.","""SpongeBob und Frau Puff sitzen auf einem malerischen Pier, beobachten den Sonnenuntergang über den ruhigen Gewässern des Ozeans.""","""SpongeBob e la signora Puff seduti su un pontile pittoresco, a guardare il tramonto sulle acque calme del mare.""","""SpongeBob e a Sra. Puff sentados em uma ponte pitoresca, assistindo ao pôr do sol sobre as águas calmas do oceano.""",8928
"""In a futuristic underwater city, SpongeBob is working as a scientist, surrounded by sleek silver machinery and a deep blue ocean.""","""En una ciudad submarina futurista, SpongeBob trabaja como científico, rodeado de máquinas de plata brillante y un profundo océano azul.""","Dans une ville sous-marine futuriste, SpongeBob travaille en tant que scientifique, entouré de machines argentées élégantes et d'une océan bleu profond.","""In einer futuristischen Unterwasserstadt arbeitet SpongeBob als Wissenschaftler, umgeben von schicken silbernen Maschinen und einem tiefblauen Ozean.""","In una città sottomarina futuristica, SpongeBob lavora come scienziato, circondato da macchinari argentati lisci e da un oceano blu profondo.","Em uma cidade subaquática futurista, o SpongeBob está trabalhando como cientista, cercado por máquinas de prata afiada e um oceano azul profundo.",6873
"""SpongeBob is standing in front of a giant, inflatable jellyfish, grinning from ear to ear as he holds a party horn.""","""Espagueti Bob está de pie frente a un gran, globo de medusa inflable, sonriendo de oreja a oreja mientras sostiene un silbato de fiesta.""","SpongeBob se tient devant un énorme méduse en caoutchouc gonflée, en souriant de l'une à l'autre tandis qu'il tient un cor de fête.","SpongeBob steht vor einem riesigen, aufgeblasenen Qualle, strahlt von Ohren zu Ohren und hält ein Partyhorn.","""SpongeBob sta in piedi davanti a un gigantesco, gonfiabile medusa, con un largo sorriso sul viso mentre stringe un corno da festa.""","""SpongeBob está parado em frente a um gigante, baleeiro inflável, sorrindo de orelha a orelha enquanto segura um apito de festa.""",3611
"""SpongeBob wearing a bright red hat and a yellow shirt, walking through a lush green forest.""","""SpongeBob llevando un sombrero rojo brillante y una camisa amarilla, caminando a través de un bosque verde y denso.""","SpongeBob portant un chapeau rouge vif et une chemise jaune, marchant à travers une forêt verte luxuriante.","SpongeBob trägt ein leuchtend rotes Hut und ein gelbes Hemd, während er durch einen dichten grünen Wald geht.","""SpongeBob che indossa un cappello rosso acceso e una camicia gialla, che cammina attraverso una foresta verde e folta.""","O SpongeBob usando um chapéu vermelho brilhante e uma camiseta amarela, caminhando por uma floresta verde luxuriante.",7359
SpongeBob stands on his head in the middle of a Krusty Krab food fight.,SpongeBob se queda de cabeza en el medio de una pelea de comida en Krusty Krab.,SpongeBob se tient debout la tête en bas au milieu d'une bagarre alimentaire dans Krusty Krab.,SpongeBob steht auf dem Kopf in der Mitte eines Krusty Krab-Food-Fechters.,SpongeBob si trova in equilibrio sulla testa in mezzo a una rissa alimentare all'interno di Krusty Krab.,O SpongeBob fica de cabeça para baixo no meio de uma briga de comida no Krusty Krab.,9654
"""SpongeBob and Sandy excitedly hold a large, glowing crystal in a laboratory filled with various scientific equipment.""","""SpongeBob y Sandy sujetan con entusiasmo un gran cristal brillante en un laboratorio lleno de equipo científico variado.""",SpongeBob et Sandy tiennent avec excitation un grand cristal éclairé dans un laboratoire rempli d'équipements scientifiques divers.,"""SpongeBob und Sandy halten aufgeregt ein großes, leuchtendes Kristall in einem Labor voller verschiedener wissenschaftlicher Geräte.""","""SpongeBob e Sandy tengono con entusiasmo un grande cristallo luminoso in un laboratorio pieno di attrezzature scientifiche varie.""","""SpongeBob e Sandy seguram com entusiasmo uma grande cristal brilhante em um laboratório cheio de equipamentos científicos variados.""",4557
SpongeBob skillfully riding a skateboard down a winding mountain road at dusk.,SpongeBob cabalga hábilmente en una tabla de skate por una carretera de montaña sinuosa a la caída del sol.,SpongeBob conduit avec adresse une planche à roulettes le long d'une route sinueuse de montagne à la tombée de la nuit.,SpongeBob fährt geschickt mit einem Skateboard eine windige Bergstraße am späten Nachmittag entlang.,SpongeBob guida con abilità una skateboard lungo una strada di montagna sinuosa al tramonto.,SpongeBob habilmente dirigindo uma skate ao longo de uma estrada sinuosa de montanha ao entardecer.,106
"""A calm, peaceful lake surrounds SpongeBob as he practices his clarinet on a serene dock.""",Un lago calmado y pacífico rodea a SpongeBob mientras practica el clarinete en un muelle sereno.,Un lac calme et paisible entoure SpongeBob alors qu'il pratique le clarinette sur un quai serein.,"Ein ruhiger, friedlicher See umgibt SpongeBob, während er auf einer stillen Anlegestelle sein Klarinettenspiel übt.","""Un lago calmo e sereno circonda SpongeBob mentre esercita il clarinetto su un molo sereno.""",Um lago calmo e pacífico rodeia SpongeBob enquanto ele pratica o clarinete em um doca serena.,2615
SpongeBob's mischievous grin as he and Patrick sneak into the Krusty Krab at night.,La sonrisa traviesa de SpongeBob mientras él y Patrick se colan en la Krusty Krab por la noche.,Le sourire malicieux de SpongeBob tandis qu'il et Patrick se faufilent dans la Krusty Krab la nuit.,Sponges Buchts grin als er und Patrick nachts in die Krusty Krab eindringen.,Il sorriso malizioso di SpongeBob mentre lui e Patrick si intrufolano nel Krusty Krab di notte.,O sorriso travesso de SpongeBob enquanto ele e Patrick se esgueiram para dentro da Krusty Krab à noite.,6924
"""A close-up of SpongeBob's enthusiastic hands as he expertly mixes a batch of his famous jellyfishing net glue, with the glue bubbling and foaming in the container.""","""Una imagen de cerca de las manos entusiastas de SpongeBob mientras expertamente mezcla una porción de su famoso pegamento de red de pesca de jalea, con el pegamento burbujeando y espumando en el recipiente.""","""Un plan large de la main enthousiaste de SpongeBob en train de mélanger une quantité de sa célèbre colle pour le filet de pêche à la méduse, la colle bouillonnant et écumant dans le contenant.""","Ein enges Bild von SpongeBobs begeisterten Händen, wie er geschickt eine Portion seines berühmten Netzklebstoffs für das Jäten von Medusen mischt, während der Klebstoff in der Schüssel blubbert und schäumt.","Un primo piano delle mani entusiaste di SpongeBob mentre mescola con abilità una dose della sua famosa colla per rete da pesca con la lampreda, con la colla che bolle e schiuma nella ciotola.","""Uma imagem de close-up das mãos entusiasmadas do SpongeBob enquanto ele mistura habilidosamente uma lote de sua famosa cola da rede de pesca de jellies, com a cola borbulhando e espumando no recipiente.""",5574
"""SpongeBob and Patrick sit at a table filled with various types of Krabby Patties, eagerly awaiting the annual taste-testing competition.""","""SpongeBob y Patrick se sientan en una mesa llena de diferentes tipos de Krabby Patties, ansiosos por la competencia anual de cata de sabores.""","""SpongeBob et Patrick s'assoient à une table remplie de différents types de Krabby Patties, impatient de participer à la compétition annuelle de dégustation.""","""SpongeBob und Patrick sitzen an einem Tisch, der mit verschiedenen Arten von Krabby Patties gefüllt ist, und warten mit großer Vorfreude auf die jährliche Geschmackstest-Wettbewerb.""","""SpongeBob e Patrick si siedono a un tavolo pieno di vari tipi di Krabby Patties, ansiosi di attendere la competizione annuale di assaggi.""","""SpongeBob e Patrick sentam-se à uma mesa cheia de vários tipos de Hambúrgueres Krabby, ansiosamente esperando a competição anual de degustação.""",4552
"""SpongeBob standing on one leg, balancing a tray of Krabby Patties in the air.""","""SpongeBob de pie sobre una pierna, equilibrando una bandeja de Krabby Patties en el aire.""","SpongeBob debout sur une jambe, en équilibre sur un plateau de Krabby Patties en l'air.","SpongeBob steht auf einem Bein, balanciert einen Teller mit Krabby Patties in der Luft.","""SpongeBob in piedi su un piede, in equilibrio su una pietra di Krabby Patties in aria.""","""SpongeBob em pé em uma perna, equilibrando uma bandeja de Krabby Patties no ar.""",2547
"""SpongeBob is sitting on a pile of colorful beach towels, wearing a bright smile.""","""SpongeBob está sentado sobre una pila de toallas de playa coloreadas, llevando una sonrisa brillante.""","SpongeBob est assis sur un tas de serviettes de plage colorées, avec un grand sourire.",SpongeBob sitzt auf einem Haufen bunter Strandtücher und trägt ein strahlendes Lächeln.,"""SpongeBob si siede su un mucchio di teli da spiaggia colorati, con un sorriso luminoso.""","O SpongeBob está sentado sobre uma pilha de toalhas de praia coloridas, sorrindo com um sorriso brilhante.",3527
A whimsical underwater scene features SpongeBob enthusiastically riding a giant jellyfish.,Una escena submarina fantasiosa presenta a SpongeBob montando con entusiasmo a una gran medusa.,Une scène sous-marine fantaisiste met en scène SpongeBob en train de monter avec enthousiasme sur un méduse géante.,Ein zauberhafter Unterwasser-Szenario zeigt SpongeBob begeistert auf einem riesigen Qualle reitend.,Un'immagine sottomarina fantasiosa presenta SpongeBob che cavalca con entusiasmo un gigante medusa.,Cena aquática fantasiosa apresenta o SpongeBob com entusiasmo montando uma gigantesca medusa.,5514
"""SpongeBob standing in front of a massive, red and white striped lighthouse, with a stormy sea behind him.""","""SpongeBob de pie frente a una gran, farola de rayas rojas y blancas, con un mar tormentoso detrás de él.""","SpongeBob se tenant devant un phare géant, à rayures rouges et blanches, avec une mer orageuse derrière lui.","SpongeBob steht vor einem riesigen, rot-weiß gestreiften Leuchtturm, mit einem stürmischen Meer hinter ihm.","SpongeBob in piedi davanti a un faro gigante, a bande rossa e bianca, con un mare tempestoso alle sue spalle.","""SpongeBob parado em frente a uma imensa farol vermelho e branco listrado, com um mar tempestuoso atrás dele.""",1674
A group of seagulls fly overhead as SpongeBob and Patrick enthusiastically play a game of beach volleyball.,Un grupo de gaviotas sobrevuela mientras SpongeBob y Patrick juegan con entusiasmo un partido de voleibol de playa.,Un groupe de goélands vole au-dessus tandis que SpongeBob et Patrick jouent avec enthousiasme au volley-ball de plage.,"Ein Schwarm Möwen fliegt über dem Hauptgebäude, während SpongeBob und Patrick begeistert ein Spiel Strandvolleyball spielen.",Un gruppo di gabbiani planano in alto mentre SpongeBob e Patrick giocano con entusiasmo una partita di pallavolo di spiaggia.,Um grupo de gaivotas voa acima enquanto SpongeBob e Patrick jogam entusiasmadamente uma partida de volei de praia.,1519
A whimsical SpongeBob is playing a trombone on the beach while a group of seagulls dance around him.,Un SpongeBob travieso está tocando un trombón en la playa mientras un grupo de gaviotas bailan a su alrededor.,Un SpongeBob enjoué joue du trombone sur la plage tandis qu'un groupe de goélands dansent autour de lui.,"Ein witziger SpongeBob spielt Trompete auf der Strand, während ein Haufen Möwen um ihn herum tanzt.",Un simpatico SpongeBob suona il trombone sulla spiaggia mentre un gruppo di gabbiani danza intorno a lui.,Um SpongeBob enigmático está tocando trombone na praia enquanto um grupo de gaivotas dança ao seu redor.,6224
SpongeBob's mouth drops open in shock at a revelation from Mr. Krabs.,La boca de SpongeBob se queda abierta de shock ante una revelación de Mr. Krabs.,La bouche de SpongeBob s'ouvre en grand d'étonnement à la suite d'une révélation de la part de M. Krabs.,Sponges Bobs Mund fällt in Schock aufgrund einer Erkenntnis von Mr. Krabs auf.,La bocca di SpongeBob si apre in shock per una rivelazione da parte di signor Krabs.,A boca de SpongeBob se abre em choque de surpresa com uma revelação de Mr. Krabs.,1584
"""SpongeBob wearing a Santa hat and coat, standing in front of a snowy Christmas tree.""","""SpongeBob llevando un sombrero de Papá Noel y un abrigo, parado frente a un árbol de Navidad nevado.""","SpongeBob portant un chapeau de Noël et un manteau, debout devant un arbre de Noël enneigé.",SpongeBob trägt einen Weihnachtsmützen und -mantel und steht vor einem schneeverhangenen Weihnachtsbaum.,"""SpongeBob con un cappello da Babbo Natale e un cappotto, in piedi davanti ad un albero di Natale innevato.""","O SpongeBob usando um chapéu de Papai Noel e um casaco, parado em frente a uma árvore de Natal nevada.",5881
"""SpongeBob sitting on a rocky outcropping overlooking a serene, crystal-clear lake.""","""SpongeBob sentado en una roca afilada que domina un lago sereno y cristalino.""",SpongeBob assis sur un affleurement rocheux dominant un lac calme et cristallin.,"SpongeBob sitzt auf einem felsigen Vorsprung, der einen idyllischen, klaren See überblickt.",SpongeBob seduto su un'escarsa rocciosa che si affaccia su un lago sereno e cristallino.,"O SpongeBob sentado em uma rocha de afloramento, olhando para um lago sereno e cristalino.",5635
"""SpongeBob's enthusiastic personality shining through as he's enthusiastically giving a high-five to a group of excited mermaids, set against a warm coral background with a few scattered seashells.""","La personalidad entusiasta de SpongeBob brilla mientras está dando un alto cinco a un grupo de sirenas emocionadas, contra un fondo cálido de coral con algunas conchas de mar dispersas.","La personnalité enthousiaste de SpongeBob brille tandis qu'il donne un coup de poing enthousiaste à un groupe de sirènes excitées, contre un fond de corail chaud avec quelques coquillages épars.","Sponges Bobs begeisterter Charakter leuchtet durch, während er begeistert einem Gruppe von aufgeregten Meerjungfrauen einen High-Five gibt, gegen einen warmen Korallenhintergrund mit ein paar verstreuten Muscheln.","La personalità entusiasta di SpongeBob che risalta mentre sta dando un cinque stelle entusiasta a un gruppo di mermaids eccitanti, sullo sfondo di un background di corallo caldo con alcune conchiglie sparpagliate.","""A personalidade entusiasmada do SpongeBob brilha enquanto ele está entusiasmado dando um abraço de cinco dedos a um grupo de sereias excitadas, contra um fundo de coral quente com algumas conchas de mar espalhadas.""",9891
"""SpongeBob sitting at a wooden desk, surrounded by stacks of books and papers, wearing a pair of wire-rimmed glasses and a look of studious concentration.""","""SpongeBob sentado en una mesa de madera, rodeado de pilas de libros y papeles, llevando un par de gafas de pasta y una expresión de concentración estudiada.""","SpongeBob assis à un bureau en bois, entouré de piles de livres et de papiers, portant des lunettes à monture métallique et une expression de concentration studieuse.","SpongeBob sitzt an einem holzernen Schreibtisch, umgeben von Stapeln von Büchern und Papieren, trägt eine Paar Drahtränder und einen Ausdruck der konzentrierten Studiererei.","""SpongeBob seduto a un tavolo di legno, circondato da pile di libri e carte, indossa un paio di occhiali con montatura di metallo e un'espressione di concentrazione studiosa.""","""SpongeBob sentado em uma mesa de madeira, cercado por pilhas de livros e papéis, vestindo um par de óculos de aros metálicos e um olhar de concentração estudiosa.""",4333
"""SpongeBob enthusiastically holding a sign that reads """"I'm Ready, I'm Ready"""".""","""SpongeBob con entusiasmo sosteniendo un cartel que lee """"Estoy listo, Estoy listo"""".""","SpongeBob tenacement tenant un panneau qui lit """"Je suis prêt, je suis prêt"""".","""SpongeBob begeistert mit einem Schild, das ""Ich bin bereit, ich bin bereit"" liest.""","""SpongeBob tiene entusiasticamente un cartellone che recita """"Sono Pronto, Sono Pronto"""".""","""SpongeBob segurando entusiasmado uma placa que diz """"Eu Estou Pronto, Eu Estou Pronto"""".""",711
"""SpongeBob with a look of sadness, saying goodbye to his best friend Patrick as he leaves for a long trip.""","""SpongeBob con una expresión de tristeza, despidiéndose de su mejor amigo Patrick mientras se va en un largo viaje.""","SpongeBob avec un regard triste, disant au revoir à son meilleur ami Patrick alors qu'il part en voyage long.","SpongeBob mit einem Ausdruck der Traurigkeit, Abschied von seinem besten Freund Patrick, bevor er für eine lange Reise abreist.","""SpongeBob con un'espressione di tristezza, mentre dice addio al suo migliore amico Patrick mentre se ne va per un lungo viaggio.""","""SpongeBob com uma expressão de tristeza, dizendo adeus ao seu melhor amigo Patrick ao partir para uma longa viagem.""",7527
"""SpongeBob's eyes widen with excitement as he holds a fishing rod, surrounded by a school of sparkling fish in the ocean.""","""Los ojos de SpongeBob se abren con emoción mientras sostiene un caña de pescar, rodeado de un grupo de peces brillantes en el océano.""","Les yeux de SpongeBob s'élargissent d'excitation alors qu'il tient un rod d'aviron, entouré d'une école de poissons étincelants dans l'océan.","SpongeBobs Augen vergrößern sich mit Aufregung, während er ein Angelruten in der Hand hält, umgeben von einem Rudel glitzernder Fische im Meer.","Gli occhi di SpongeBob si allargano con eccitazione mentre tiene in mano una canna da pesca, circondato da una scuola di pesci che brillano di luce nell'oceano.","""Os olhos de SpongeBob se arregalam de emoção enquanto ele segura uma vara de pesca, cercado por uma escola de peixes brilhantes no oceano.""",8785
